Price,Zip,My university,Distance to the university (in miles),Address,Bathrooms,Bedrooms,LivingArea,Latitude,Longitude,DetailURL
1989,78754,UT Austin,9.01,"12601 Innovar Cir, Austin, TX",2,2,,30.37954,-97.62759,zillow.com/apartments/austin-tx/the-vaughan/C6bhwZ/
1952,78735,UT Austin,8.51,"7601 Rialto Blvd, Austin, TX",2,2,,30.253077,-97.872826,zillow.com/apartments/austin-tx/lantana-hills/5Xhswx/
3272,78723,UT Austin,2.11,"1911 Philomena St, Austin, TX",2,2,,30.299946,-97.703384,zillow.com/apartments/austin-tx/amli-branch-park/C5qnF5/
4398,78701,UT Austin,1.58,"303 W 5th St, Austin, TX",2,2,,30.267775,-97.745964,zillow.com/apartments/austin-tx/hanover-republic-square/9T5VQT/
1475,78745,UT Austin,7.0,"412 E William Cannon Dr, Austin, TX",2,2,,30.193075,-97.77423,zillow.com/apartments/austin-tx/willow-brook-apartments/5XhtGF/
2238,78745,UT Austin,7.86,"7731 Menchaca Rd, Austin, TX",2,2,,30.194897,-97.81044,zillow.com/apartments/austin-tx/perch/Btsj4b/
2010,78741,UT Austin,5.19,"The Monroe, 2511 Montopolis Dr #354, Austin, TX 78741",2,2,1046,30.218279,-97.70717,zillow.com/apartments/austin-tx/the-monroe/9LSQZn/
1831,78759,UT Austin,7.14,"10011 Stonelake Blvd, Austin, TX",2,2,,30.392448,-97.738144,zillow.com/apartments/austin-tx/cortland-arboretum/5hS6Kb/
1591,78681,UT Austin,13.36,"2800 La Frontera Blvd, Round Rock, TX",2,2,,30.477633,-97.68664,zillow.com/apartments/round-rock-tx/enclave-at-la-frontera/5Xht49/
2173,78724,UT Austin,6.11,"8101 Loyola Ln, Austin, TX",2,2,,30.293488,-97.63414,zillow.com/apartments/austin-tx/bluestem-at-loyola/C4dxDm/
1556,78717,UT Austin,13.49,"9520 Spectrum Dr, Austin, TX",2,2,,30.482141,-97.77008,zillow.com/apartments/austin-tx/95twenty-apartments/5XkbB8/
2400,78758,UT Austin,6.02,"9127 Research Blvd, Austin, TX",2,2,,30.376022,-97.72927,zillow.com/apartments/austin-tx/presidium-waterford/C8g9Qn/
1785,78724,UT Austin,9.22,"10346 Blue Bluff Rd, Austin, TX",2,2,,30.318628,-97.58585,zillow.com/apartments/austin-tx/citizen-house-blue-bluff/CZ8s5f/
2655,78759,UT Austin,7.38,"10801 N Mopac Expy, Austin, TX",2,2,,30.395721,-97.731544,zillow.com/apartments/austin-tx/alexan-braker-pointe/9T5kw7/
1831,78717,UT Austin,14.1,"9225 N Lake Creek Pkwy, Austin, TX",2,2,,30.485683,-97.80001,zillow.com/apartments/austin-tx/avery-ranch/9jb9BB/
2255,78717,UT Austin,13.21,"13460 Lyndhurst St, Austin, TX",2,2,,30.47534,-97.78615,zillow.com/apartments/austin-tx/the-asher/CFXVxp/
1609,78723,UT Austin,2.4,"1200 Broadmoor Dr, Austin, TX",2,2,,30.311014,-97.705315,zillow.com/apartments/austin-tx/the-lowell-at-mueller/5Xht39/
1595,78727,UT Austin,10.19,"5400 W Parmer Ln, Austin, TX",2,2,,30.436523,-97.73352,zillow.com/apartments/austin-tx/stone-oak-at-parmer/5Xht5w/
2210,78738,UT Austin,16.68,"5511 Caprock Summit Dr, Austin, TX",2,2,,30.32188,-98.01358,zillow.com/b/the-artesian-at-bee-cave-bee-cave-tx-CCr5fd/
1870,78752,UT Austin,2.99,"112 Will Davis Dr, Austin, TX",2,2,,30.327608,-97.713844,zillow.com/apartments/austin-tx/revolve-atx/CGCBsH/
1669,78754,UT Austin,8.35,"12201 Dessau Rd, Austin, TX",2,2,,30.38236,-97.647575,zillow.com/apartments/austin-tx/lucent/9LT832/
1890,78735,UT Austin,7.61,"5313 Vega Ave, Austin, TX",2,2,,30.24665,-97.85424,zillow.com/apartments/austin-tx/the-markson-austin/BzsWrB/
1912,78741,UT Austin,3.82,"2435 E Riverside Dr, Austin, TX",2,2,,30.23468,-97.724815,zillow.com/apartments/austin-tx/brixton-south-shore/9T5dtV/
1441,78754,UT Austin,7.99,"12001 Dessau Rd, Austin, TX",2,2,,30.378244,-97.65124,zillow.com/apartments/austin-tx/ascent-north/5Xht82/
4499,78701,UT Austin,1.82,"110 San Antonio St, Austin, TX",2,2,,30.265287,-97.749466,zillow.com/apartments/austin-tx/northshore-austin/65dF7Z/
1525,78741,UT Austin,3.94,"1500 Crossing Pl, Austin, TX",2,2,,30.235266,-97.71484,zillow.com/apartments/austin-tx/belara/5XhtCn/
1508,78729,UT Austin,12.45,"8701 W Parmer Ln, Austin, TX",2,2,,30.467901,-97.76143,zillow.com/apartments/austin-tx/artisan-apartments-%26-shops/5XhsvV/
1355,78704,UT Austin,5.0,"4100 Victory Dr, Austin, TX",2,2,,30.233692,-97.79031,zillow.com/apartments/austin-tx/tramor-at-victory-place/5XhtC7/
1945,78744,UT Austin,9.26,"8001 E William Cannon Dr, Austin, TX",2,2,,30.156633,-97.71306,zillow.com/apartments/austin-tx/ariza-easton-park/C8BcbN/
1979,78744,UT Austin,8.62,"8350 Bluff Springs Rd, Austin, TX",2,2,,30.168201,-97.7725,zillow.com/apartments/austin-tx/wilder/BqY3MM/
2342,78703,UT Austin,2.29,"2600 Lake Austin Blvd, Austin, TX",2,2,,30.280432,-97.77358,zillow.com/apartments/austin-tx/the-boulevard-at-town-lake/5Xht5F/
2009,78749,UT Austin,9.86,"4100 W Slaughter Ln, Austin, TX",2,2,,30.190298,-97.85575,zillow.com/apartments/austin-tx/camden-cedar-hills/5XhsxT/
2886,78702,UT Austin,1.44,"1000 San Marcos St, Austin, TX",2,2,,30.268774,-97.731155,zillow.com/apartments/austin-tx/amli-eastside/5XhsyB/
1695,78745,UT Austin,6.29,"500 E Stassney Ln, Austin, TX",2,2,,30.202974,-97.77072,zillow.com/apartments/austin-tx/griffis-soco-austin/5Xht3g/
1637,78729,UT Austin,12.92,"13425 Ranch Road 620 N, Austin, TX",2,2,,30.47127,-97.7852,zillow.com/apartments/austin-tx/griffis-lakeline-station/5XhtD4/
1863,78758,UT Austin,7.62,"3001 Esperanza Xing, Austin, TX",2,2,,30.398647,-97.722084,zillow.com/apartments/austin-tx/griffis-at-the-domain/5Xht35/
1656,78726,UT Austin,11.02,"8225 N Fm 620, Austin, TX",2,2,,30.419502,-97.84299,zillow.com/b/abelia-flats-austin-tx-5Xhstm/
1905,78660,UT Austin,10.03,"13624 Dessau Rd, Pflugerville, TX",2,2,,30.406645,-97.6379,zillow.com/apartments/pflugerville-tx/bridge-at-tech-crossing/Bzw2jn/
1799,78717,UT Austin,13.73,"10800 Lakeline Blvd, Austin, TX",2,2,,30.481613,-97.793365,zillow.com/apartments/austin-tx/bridge-at-indigo/5Xht58/
2309,78753,UT Austin,8.31,"12205 N Lamar Blvd, Austin, TX",2,2,,30.398603,-97.67909,zillow.com/apartments/austin-tx/bridge-at-heritage-woods/9T5jTD/
1599,78729,UT Austin,10.72,"12215 Hunters Chase Dr, Austin, TX",2,2,,30.44082,-97.7741,zillow.com/apartments/austin-tx/bridge-at-balcones/5Xhsz6/
1699,78731,UT Austin,4.96,"3600 Greystone Dr, Austin, TX",2,2,,30.359732,-97.75152,zillow.com/apartments/austin-tx/bridge-at-northwest-hills/5Xht7W/
1400,78728,UT Austin,10.81,"2323 Wells Branch Pkwy, Austin, TX",2,2,,30.43954,-97.68706,zillow.com/apartments/austin-tx/bridge-at-sweetwater/5Xht7n/
1585,78759,UT Austin,5.8,"8405 Bent Tree Rd, Austin, TX",2,2,,30.372824,-97.74281,zillow.com/apartments/austin-tx/bridge-at-benttree/5XhsyP/
1819,78753,UT Austin,9.16,"12800 Center Lake Dr, Austin, TX",2,2,,30.408188,-97.66902,zillow.com/apartments/austin-tx/bridge-at-tech-ridge/5Xht2r/
1749,78753,UT Austin,9.61,"701 Center Ridge Dr, Austin, TX",2,2,,30.41475,-97.66729,zillow.com/apartments/austin-tx/bridge-at-center-ridge/5Xht7V/
2231,78741,UT Austin,4.85,"6107 E Riverside Dr, Austin, TX",2,2,,30.224377,-97.70485,zillow.com/apartments/austin-tx/bridge-at-henley/BPFXR9/
2605,78756,UT Austin,2.7,"5350 Burnet Rd, Austin, TX",2,2,,30.327953,-97.740105,zillow.com/apartments/austin-tx/haus-5350/5Xhsrq/
2394,78752,UT Austin,3.6,"613 W Saint Johns Ave, Austin, TX",2,2,,30.337954,-97.71584,zillow.com/apartments/austin-tx/the-johnny/9T5j4c/
1622,78729,UT Austin,12.65,"10015 Lake Creek Pkwy, Austin, TX",2,2,,30.466927,-97.78658,zillow.com/apartments/austin-tx/legends-lake-creek/5Xht8q/
2624,78702,UT Austin,1.83,"1211 E 5th St, Austin, TX",2,2,,30.26307,-97.73072,zillow.com/apartments/austin-tx/residences-at-saltillo/BNPrCY/
1502,78744,UT Austin,6.45,"1800 E Stassney Ln, Austin, TX",2,2,,30.198387,-97.76238,zillow.com/apartments/austin-tx/stassney-at-soco/5Xht9z/
2014,78744,UT Austin,5.6,"7205 E Ben White Blvd, Austin, TX",2,2,,30.215166,-97.69798,zillow.com/apartments/austin-tx/veranda/CHvW64/
1804,78717,UT Austin,13.36,"9701 Spectrum Dr, Austin, TX",2,2,,30.48022,-97.770004,zillow.com/apartments/austin-tx/rhythm/BPVMfB/
1320,78745,UT Austin,7.52,"7201 S Congress Ave, Austin, TX",2,2,,30.187038,-97.78036,zillow.com/apartments/austin-tx/soco-park-apartment-homes/5Xhsw5/
1995,78750,UT Austin,13.71,"14115 N Highway 183, Austin, TX",2,2,,30.479387,-97.80151,zillow.com/apartments/austin-tx/brightleaf-at-lakeline/CBbwHp/
1489,78741,UT Austin,3.79,"2425 E Riverside Dr, Austin, TX",2,2,,30.23495,-97.72597,zillow.com/apartments/austin-tx/ovation-apartments/5Xht5V/
2020,78731,UT Austin,4.3,"5811 Mesa Dr, Austin, TX",2,2,,30.34414,-97.770035,zillow.com/apartments/austin-tx/maa-park-mesa/5Xht8p/
2750,78704,UT Austin,2.79,"600 Pecan Grove Rd, Austin, TX 78704",2,2,1050,30.249065,-97.74272,zillow.com/homedetails/600-Pecan-Grove-Rd-Austin-TX-78704/2094671537_zpid/
1706,78717,UT Austin,13.31,"13535 Lyndhurst St, Austin, TX",2,2,,30.477106,-97.785,zillow.com/apartments/austin-tx/the-michael-at-presidio/9md7pG/
1595,78736,UT Austin,11.41,"8800 Us Highway 290, Austin, TX",2,2,,30.235247,-97.91733,zillow.com/apartments/austin-tx/alister-oak-hill/63G24y/
2060,78744,UT Austin,7.63,"7301 S Interstate Highway 35 Svrd Nb, Austin, TX",2,2,,30.183514,-97.77416,zillow.com/b/the-bennett-austin-tx-CbCdZW/
2090,78745,UT Austin,8.29,"8200 S Congress Ave, Austin, TX",2,2,,30.176838,-97.7858,zillow.com/apartments/austin-tx/the-prescott/9T5g69/
2251,78749,UT Austin,8.97,"4009 Sabio Dr, Austin, TX",2,2,,30.2143,-97.8594,zillow.com/b/alexan-garza-ranch-austin-tx-BTccFP/
1849,78613,UT Austin,13.56,"2801 S Lakeline Blvd, Cedar Park, TX",2,2,,30.474752,-97.809975,zillow.com/b/bexley-at-lakeline-cedar-park-tx-65bbry/
2704,78723,UT Austin,2.04,"1900 Simond Ave, Austin, TX",2,2,,30.297169,-97.703674,zillow.com/apartments/austin-tx/amli-at-mueller/63f6Mf/
2271,78702,UT Austin,1.95,"2823 E Martin Luther King Blvd, Austin, TX",2,2,,30.282427,-97.70468,zillow.com/b/platform-austin-tx-BT7cfX/
2474,78735,UT Austin,8.04,"2716 Barton Creek Blvd, Austin, TX",2,2,,30.293428,-97.87121,zillow.com/apartments/austin-tx/barton-creek-villas/5Xht8S/
1499,78744,UT Austin,7.53,"8515 S Interstate Highway 35 Frontage Rd, Austin, TX",2,2,,30.180334,-97.728325,zillow.com/apartments/austin-tx/bridge-at-monarch-bluffs/BYKdnc/
4395,78701,UT Austin,1.56,"501 Brazos St, Austin, TX",2,2,,30.266886,-97.74118,zillow.com/apartments/austin-tx/sienna-at-the-thompson/9LRMhn/
2102,78734,UT Austin,14.03,"2208 N Fm 620 Rd, Austin, TX",2,2,,30.384914,-97.94399,zillow.com/apartments/austin-tx/travis-at-the-lake/Bs7fsn/
1800,78727,UT Austin,10.38,"5708 W Parmer Ln, Austin, TX",2,2,,30.439259,-97.73727,zillow.com/apartments/austin-tx/windsor-republic-place/9n7QMk/
1508,78729,UT Austin,11.43,"12800 Turtle Rock Rd, Austin, TX",2,2,,30.451265,-97.77457,zillow.com/apartments/austin-tx/villages-at-turtle-rock/5XhtF8/
1233,78759,UT Austin,8.34,"11215 Research Blvd, Austin, TX",2,2,,30.409592,-97.74292,zillow.com/apartments/austin-tx/maa-balcones-woods/5Xhsy2/
1535,78745,UT Austin,10.68,"7655 Ranch Rd N, Austin, TX",2,2,,30.408777,-97.84975,zillow.com/apartments/austin-tx/ellwood-at-lake-travis/BpdHPG/
1520,78753,UT Austin,8.35,"Oxford at Tech Ridge, 305 E Yager Ln #835, Austin, TX 78753",2,2,1062,30.394463,-97.668076,zillow.com/apartments/austin-tx/oxford-at-tech-ridge/5XhsxL/
1375,78758,UT Austin,8.18,"2600 Gracy Farms Ln, Austin, TX",2,2,,30.405502,-97.71153,zillow.com/apartments/austin-tx/the-village-at-gracy-farms/5XhtFh/
1675,78745,UT Austin,8.24,"7201 Ranch Rd, Austin, TX",2,2,,30.19942,-97.82744,zillow.com/apartments/austin-tx/west-lake-vistas/BT3mmW/
1399,78704,UT Austin,4.54,"3622 Manchaca Rd, Austin, TX",2,2,,30.23804,-97.7843,zillow.com/apartments/austin-tx/tides-at-south-lamar/5XhtHQ/
1255,78723,UT Austin,4.07,"7227 E Highway 290, Austin, TX",2,2,,30.322123,-97.67994,zillow.com/apartments/austin-tx/sage-hill-apartment-homes/5Xht8Q/
1893,78747,UT Austin,11.84,"12000 Interstate Highway 35 Frontage Rd, Austin, TX",2,2,,30.127373,-97.802055,zillow.com/b/reveal-at-onion-creek-austin-tx-BpVRfn/
1566,78727,UT Austin,10.33,"3201 Century Park Blvd, Austin, TX",2,2,,30.434782,-97.69757,zillow.com/apartments/austin-tx/the-olivine/5Xht6H/
1707,78727,UT Austin,10.25,"13201 Legendary Dr, Austin, TX",2,2,,30.437292,-97.7306,zillow.com/apartments/austin-tx/highline-apartments/5h6DqT/
5164,78704,UT Austin,2.31,"1155 Barton Springs Rd, Austin, TX",2,2,,30.260288,-97.75626,zillow.com/apartments/austin-tx/1155-barton-springs/B6n7qp/
2161,78723,UT Austin,2.85,"6007 N Interstate Highway 35, Austin, TX",2,2,,30.320812,-97.705986,zillow.com/apartments/austin-tx/windsor-park-towers/9WR7vW/
1467,,UT Austin,12.53,"15701 Farm To Market Rd, Austin, TX",2,2,,30.466547,-97.69331,zillow.com/b/the-james-on-grand-avenue-austin-tx-C4dxFT/
1568,78737,UT Austin,15.71,"383 Rocky Ridge Trl, Austin, TX",2,2,,30.206032,-97.9815,zillow.com/apartments/austin-tx/anthem-at-ledge-stone/BKB5K3/
1478,78724,UT Austin,7.64,"9000 Decker Ln, Austin, TX",2,2,,30.315983,-97.61221,zillow.com/apartments/austin-tx/residences-at-decker/5Yw5FW/
1724,78753,UT Austin,7.85,"12118 Walnut Park Xing, Austin, TX",2,2,,30.3901,-97.67627,zillow.com/apartments/austin-tx/canyon-ridge/5Xht6g/
2045,78704,UT Austin,4.57,"3707 Manchaca Rd, Austin, TX",2,2,,30.236235,-97.78257,zillow.com/apartments/austin-tx/the-grove/5Xht2w/
1482,78744,UT Austin,6.77,"6201 Sneed Cv, Austin, TX",2,2,,30.193949,-97.76345,zillow.com/apartments/austin-tx/terrace-cove/5hJBQv/
3829,78704,UT Austin,2.42,"300 E Riverside Dr, Austin, TX",2,2,,30.2546,-97.7433,zillow.com/apartments/austin-tx/water-marq/5XhtDD/
3207,78703,UT Austin,1.8,"507 Pressler St, Austin, TX",2,2,,30.273277,-97.76043,zillow.com/apartments/austin-tx/pressler-apartments/5Xht47/
1675,78759,UT Austin,7.23,"8701 Bluffstone Cv, Austin, TX",2,2,,30.390839,-97.76456,zillow.com/apartments/austin-tx/canyon-resort-at-great-hills-apartments/5Xhsx5/
1448,78750,UT Austin,10.48,"8312 Fathom Cir, Austin, TX",2,2,,30.43651,-97.77795,zillow.com/apartments/austin-tx/summit-at-westwood/5hCDTD/
1665,78745,UT Austin,6.51,"401 Little Texas Ln, Austin, TX",2,2,,30.20007,-97.77253,zillow.com/apartments/austin-tx/avana-soco/5Xht7x/
2624,78758,UT Austin,7.49,"3100 Kramer Ln, Austin, TX",2,2,,30.39701,-97.72429,zillow.com/apartments/austin-tx/overture-domain-55%2b-apartment-homes/BChKf4/
1389,78723,UT Austin,2.75,"5700 Cameron Rd, Austin, TX",2,2,,30.31562,-97.70209,zillow.com/apartments/austin-tx/tides-at-mueller/5Xhsz3/
1389,78758,UT Austin,7.66,"11700 Metric Blvd, Austin, TX",2,2,,30.39663,-97.70572,zillow.com/apartments/austin-tx/barstow/5Xht4d/
1904,78717,UT Austin,14.16,"9019 N Lake Creek Pkwy, Austin, TX",2,2,,30.486378,-97.80084,zillow.com/apartments/austin-tx/avery-oaks/C2XVKP/
2525,78758,UT Austin,7.4,"2618 Kramer Ln, Austin, TX",2,2,,30.395052,-97.718094,zillow.com/apartments/austin-tx/esperanza-domain/BMFQgC/
1859,78717,UT Austin,13.46,"15222 N Fm 620 Rd, Austin, TX",2,2,,30.483809,-97.741875,zillow.com/apartments/austin-tx/the-avery/C5c4tH/
1763,78727,UT Austin,10.45,"13401 Legendary Dr, Austin, TX",2,2,,30.44027,-97.73651,zillow.com/apartments/austin-tx/the-monterra/5Xm2t6/
1934,78717,UT Austin,14.33,"13100 Avery Ranch Blvd, Austin, TX",2,2,,30.488766,-97.801414,zillow.com/b/astra-avery-ranch-austin-tx-BqvfZX/
1479,78747,UT Austin,10.41,"10505 S Interstate Highway 35 Frontage Rd, Austin, TX",2,2,,30.1457,-97.79002,zillow.com/b/bridge-at-asher-austin-tx-BsLQPV/
2475,78746,UT Austin,5.43,"4700 N Capital Of Texas Hwy, Austin, TX",2,2,,30.344938,-97.80041,zillow.com/apartments/austin-tx/nalle-woods-of-westlake/9T5gFT/
1613,78745,UT Austin,7.32,"3014 W William Cannon Dr, Austin, TX",2,2,,30.212065,-97.82063,zillow.com/apartments/austin-tx/highlands-hill-country/5Xht5c/
1433,78759,UT Austin,8.49,"3625 Duval Rd, Austin, TX",2,2,,30.411308,-97.72243,zillow.com/apartments/austin-tx/san-marin/5Xht8F/
1375,78729,UT Austin,10.43,"7905 San Felipe Blvd, Austin, TX",2,2,,30.437466,-97.7689,zillow.com/apartments/austin-tx/summer-grove/5XhtCq/
1438,78759,UT Austin,5.54,"3605 Steck Ave, Austin, TX",2,2,,30.368872,-97.745964,zillow.com/apartments/austin-tx/le-montreaux-apartments/5Xht5f/
1495,78748,UT Austin,12.19,"1200 Estancia Pkwy, Austin, TX",2,2,,30.123283,-97.80648,zillow.com/apartments/austin-tx/estancia-villas/BChKZ2/
1712,78736,UT Austin,9.84,"7880 Us Highway 290, Austin, TX",2,2,,30.231052,-97.88709,zillow.com/apartments/austin-tx/palo-verde/BfzmYm/
1855,78704,UT Austin,3.03,"1500 S Lamar Blvd, Austin, TX",2,2,,30.252775,-97.76497,zillow.com/apartments/austin-tx/maa-south-lamar/5Xht9d/
2095,78704,UT Austin,4.08,"1611 Cinnamon Path, 1611 Cinnamon Path UNIT B, Austin, TX 78704",2,2,,30.240599,-97.775566,zillow.com/b/1611-cinnamon-path-austin-tx-9LRTzq/
2921,78705,UT Austin,0.78,"Aura Thirty2, 3233 Harmon Ave, Austin, TX 78705",2,2,1256,30.290787,-97.72358,zillow.com/apartments/austin-tx/aura-thirty2/BjYK2z/
1478,78723,UT Austin,4.55,"6600 Ed Bluestein Blvd, Austin, TX",2,2,,30.30564,-97.6626,zillow.com/apartments/austin-tx/maa-east-austin/5XhtB4/
2590,78741,UT Austin,3.14,"1818 S Lakeshore Blvd, Austin, TX",2,2,,30.244955,-97.72402,zillow.com/b/1818-s-lakeshore-blvd-austin-tx-5XqZGq/
2260,78723,UT Austin,1.9,"4646 Mueller Blvd, Austin, TX",2,2,,30.299774,-97.70711,zillow.com/apartments/austin-tx/sync-at-mueller/5YtGGY/
2909,78702,UT Austin,3.27,"4910 E 7th St, Austin, TX",2,2,,30.254723,-97.69888,zillow.com/apartments/austin-tx/lenox-7th/BcWzHs/
2018,78735,UT Austin,7.16,"5604 Sw Pkwy, Austin, TX",2,2,,30.24705,-97.84624,zillow.com/apartments/austin-tx/the-preserve-at-travis-creek/BntPvT/
1919,78735,UT Austin,5.8,"4424 Gaines Ranch Loop, Austin, TX",2,2,,30.244047,-97.81858,zillow.com/apartments/austin-tx/camden-gaines-ranch/5Xhsx2/
4266,78701,UT Austin,1.73,"215 Brazos St, Austin, TX",2,2,,30.26457,-97.74249,zillow.com/apartments/austin-tx/hanover-brazos-street/BtgB6D/
2900,78722,UT Austin,1.63,"2901 Manor Rd, Austin, TX",2,2,,30.285328,-97.70946,zillow.com/apartments/austin-tx/starlight/5gJq35/
1498,78726,UT Austin,11.77,"9715 N Fm 620 Rd, Austin, TX",2,2,,30.436325,-97.835655,zillow.com/apartments/austin-tx/maa-canyon-pointe/9mhDZQ/
1576,78748,UT Austin,10.96,"11301 Farrah, Austin, TX",2,2,,30.14036,-97.80052,zillow.com/apartments/austin-tx/landing-at-double-creek/9ggLXp/
5180,78701,UT Austin,1.48,"610 Nueces St FLOOR 10-ID7, Austin, TX 78701",2,2,1208,30.270334,-97.74845,zillow.com/homedetails/610-Nueces-St-FLOOR-10-ID7-Austin-TX-78701/2058455537_zpid/
2499,78721,UT Austin,3.2,"1120 Shady Ln, Austin, TX",2,2,,30.261711,-97.69318,zillow.com/apartments/austin-tx/trailhead/BhgdJz/
2700,78734,UT Austin,12.97,"3703 Highland Dr, Austin, TX 78734",2,2,1454,30.392015,-97.91834,zillow.com/homedetails/3703-Highland-Dr-Austin-TX-78734/29363616_zpid/
3361,78702,UT Austin,1.72,"1000 E 5th St, Austin, TX",2,2,,30.2645,-97.732216,zillow.com/apartments/austin-tx/corazon/5Yy9c5/
1421,78723,UT Austin,3.86,"5605 Springdale Rd, Austin, TX",2,2,,30.298899,-97.67277,zillow.com/apartments/austin-tx/the-reserve-at-springdale/B5xXrf/
2012,78741,UT Austin,4.48,"5700 E Riverside Dr, Austin, TX",2,2,,30.228456,-97.709755,zillow.com/apartments/austin-tx/the-zoey/9T5f24/
1899,78754,UT Austin,6.11,"9911 Dessau Rd, Austin, TX",2,2,,30.357134,-97.67102,zillow.com/apartments/austin-tx/paloma/C723Kd/
2045,78741,UT Austin,3.59,"2515 Elmont Dr, Austin, TX",2,2,,30.238956,-97.72076,zillow.com/apartments/austin-tx/bell-lakeshore/BChKck/
1379,78747,UT Austin,10.41,"10505 Interstate Highway 35 Frontage Rd, Austin, TX",2,2,,30.1457,-97.79002,zillow.com/b/bridge-at-asher-austin-tx-C3MVT6/
2010,78721,UT Austin,4.18,"2001 Ed Bluestein Blvd, Austin, TX",2,2,,30.259644,-97.675316,zillow.com/apartments/austin-tx/laurel/BwNJzs/
3784,78701,UT Austin,1.48,"615 W 7th St, Austin, TX",2,2,,30.270493,-97.748856,zillow.com/apartments/austin-tx/seven/5jJFL9/
1469,78748,UT Austin,9.09,"811 W Slaughter Ln, Austin, TX",2,2,,30.171335,-97.80453,zillow.com/apartments/austin-tx/camden-shadow-brook/5Xht2F/
