Price,Zip,My university,Distance to the university,Address,Bathrooms,Bedrooms,LivingArea,Rent_estimate,DetailURL
1931,78735,UT Austin,7.79 miles,"6401 Rialto Blvd, Austin, TX",1,1,,,zillow.com/apartments/austin-tx/pearl-lantana/65gHZp/
1500,,UT Austin,4.37 miles,"6117 Fm 696, Austin, TX",1,1,,,zillow.com/apartments/austin-tx/citizen-house-mlk/CJDCNx/
1570,78741,UT Austin,4.97 miles,"6507 E Riverside Dr, Austin, TX",1,1,,,zillow.com/apartments/austin-tx/crosstown/9T5f39/
1345,78747,UT Austin,11.37 miles,"2213 Cascades Ave, Austin, TX",1,1,,,zillow.com/apartments/austin-tx/cascades-at-onion-creek/CJ2nfr/
1510,78721,UT Austin,3.45 miles,"5400 Jain Ln, Austin, TX",1,1,,,zillow.com/apartments/austin-tx/broadstone-east-end/C2RvCp/
1561,78754,UT Austin,9.01 miles,"12601 Innovar Cir, Austin, TX",1,1,,,zillow.com/apartments/austin-tx/the-vaughan/C6bhwZ/
1535,78741,UT Austin,4.23 miles,"4404 E Oltorf St, Austin, TX",1,1,,,zillow.com/apartments/austin-tx/oltera-in-soeast/5Xht5R/
1732,78731,UT Austin,2.17 miles,"4424 Jackson Ave, Austin, TX",1,1,,,zillow.com/apartments/austin-tx/korina-%26-alder-at-the-grove/Bj6wfT/
1144,78758,UT Austin,7.97 miles,"11915 Stonehollow Dr, Austin, TX",1,1,,,zillow.com/b/folio-austin-tx-5Xht5g/
1409,78751,UT Austin,2.33 miles,"5400 N Lamar Blvd, Austin, TX",1,1,,,zillow.com/b/camden-lamar-heights-austin-tx-9jxmYs/
1495,78705,UT Austin,0.6 miles,"2515 Pearl St, Austin, TX",1,1,,,zillow.com/apartments/austin-tx/texan-pearl/5XjfMM/
2190,78701,UT Austin,1.48 miles,"615 W 7th St, Austin, TX",1,1,,,zillow.com/apartments/austin-tx/seven/5jJFL9/
1749,78724,UT Austin,6.11 miles,"8101 Loyola Ln, Austin, TX",1,1,,,zillow.com/apartments/austin-tx/bluestem-at-loyola/C4dxDm/
1553,78752,UT Austin,3.05 miles,"212 W Highland Mall Blvd, Austin, TX",1,1,,,zillow.com/apartments/austin-tx/medina-highlands/C3TMyb/
995,78741,UT Austin,4.26 miles,"2207 Wickersham Ln, Austin, TX",1,1,,,zillow.com/apartments/austin-tx/the-patten/5Xht4y/
1429,78759,UT Austin,8.36 miles,"3201 Duval Rd, Austin, TX",1,1,,,zillow.com/apartments/austin-tx/mesa-verde/5Xht6x/
1374,78758,UT Austin,7.62 miles,"3001 Esperanza Xing, Austin, TX",1,1,,,zillow.com/apartments/austin-tx/griffis-at-the-domain/5Xht35/
1499,78702,UT Austin,3.27 miles,"4910 E 7th St, Austin, TX",1,1,,,zillow.com/apartments/austin-tx/lenox-7th/BcWzHs/
1785,78751,UT Austin,1.74 miles,"4600 W Guadalupe St, Austin, TX",1,1,,,zillow.com/apartments/austin-tx/residences-at-the-triangle/5Xht9K/
1340,78717,UT Austin,14.16 miles,"9019 N Lake Creek Pkwy, Austin, TX",1,1,,,zillow.com/apartments/austin-tx/avery-oaks/C2XVKP/
1163,78758,UT Austin,8.88 miles,"12345 Lamplight Village Ave, Austin, TX",1,1,,,zillow.com/apartments/austin-tx/renaissance-at-north-bend/5XhtBn/
1259,78729,UT Austin,13.07 miles,"9826 N Lake Creek Pkwy, Austin, TX",1,1,,,zillow.com/b/bexley-at-whitestone-austin-tx-5jCjYV/
1149,78729,UT Austin,11.56 miles,"8601 Anderson Mill Rd, Austin, TX",1,1,,,zillow.com/apartments/austin-tx/bexley-at-anderson-mill/5Xht55/
1922,78702,UT Austin,1.42 miles,"1000 San Marcos St, Austin, TX",1,1,,,zillow.com/apartments/austin-tx/amli-eastside/5XhsyB/
1586,78701,UT Austin,1.77 miles,"710 E 3rd St, Austin, TX",1,1,,,zillow.com/apartments/austin-tx/3waller/BPWHmN/
1679,78751,UT Austin,1.93 miles,"105 W 51st St, Austin, TX",1,1,,,zillow.com/apartments/austin-tx/waller-creekside/5XrXYP/
1407,78758,UT Austin,7.47 miles,"11119 Alterra Pkwy, Austin, TX",1,1,,,zillow.com/apartments/austin-tx/gallery-at-domain/65Xx3D/
1109,78758,UT Austin,6.2 miles,"1735 Rutland Dr, Austin, TX",1,1,,,zillow.com/apartments/austin-tx/ascent-at-north-burnet/5XhtBh/
1449,78747,UT Austin,10.56 miles,"10801 S Interstate Highway 35 Frontage Rd, Austin, TX",1,1,,,zillow.com/apartments/austin-tx/farmhouse-apartments/BVmTpn/
1183,78717,UT Austin,13.49 miles,"9520 Spectrum Dr, Austin, TX",1,1,,,zillow.com/apartments/austin-tx/95twenty-apartments/5XkbB8/
1120,78741,UT Austin,5.15 miles,"2405 Montopolis Dr, Austin, TX",1,1,,,zillow.com/apartments/austin-tx/the-mont/BPNRhh/
1112,78754,UT Austin,5.15 miles,"8054 Exchange Dr, Austin, TX",1,1,,,zillow.com/apartments/austin-tx/creekstone/5Xht9Q/
1495,78704,UT Austin,2.36 miles,"500 S Congress Ave, Austin, TX",1,1,,,zillow.com/apartments/austin-tx/south-congress-square/5Xhsyh/
1489,78717,UT Austin,13.46 miles,"15222 N Fm 620 Rd, Austin, TX",1,1,,,zillow.com/apartments/austin-tx/the-avery/C5c4tH/
1523,78753,UT Austin,8.42 miles,"12217 N Interstate Highway 35, Austin, TX",1,1,,,zillow.com/b/the-upland-austin-tx-C76ZMt/
1229,78750,UT Austin,9.35 miles,"9900 McNeil Dr, Austin, TX",1,1,,,zillow.com/apartments/austin-tx/bridge-at-ribelin-ranch/5XhswV/
1268,78613,UT Austin,13.49 miles,"13010 Ridgeline Blvd, Cedar Park, TX",1,1,,,zillow.com/apartments/cedar-park-tx/lakeline-crossing/B6yVBp/
1370,78758,UT Austin,6.77 miles,"10301 Burnet Rd, Austin, TX",1,1,,,zillow.com/apartments/austin-tx/windsor-burnet/9LTFhj/
1260,78735,UT Austin,8.08 miles,"6636 W William Cannon Dr, Austin, TX",1,1,,,zillow.com/apartments/austin-tx/lantana-ridge/5Xht5d/
1160,78753,UT Austin,5.28 miles,"8912 N Lamar Blvd, Austin, TX",1,1,,,zillow.com/apartments/austin-tx/the-ivy-apartments/5XhtGd/
1431,78756,UT Austin,2.84 miles,"5453 Burnet Rd, Austin, TX",1,1,,,zillow.com/apartments/austin-tx/burnet-flats/5YyFzy/
1640,78758,UT Austin,7.29 miles,"11400 Domain Dr, Austin, TX",1,1,,,zillow.com/apartments/austin-tx/residences-at-the-domain/5Xht9M/
1990,78758,UT Austin,7.69 miles,"11310 Domain Dr FLOOR 3-ID203, Austin, TX 78758",1,1,737,,zillow.com/homedetails/11310-Domain-Dr-FLOOR-3-ID203-Austin-TX-78758/2056069216_zpid/
1550,78731,UT Austin,2.36 miles,"4330 Bull Creek Rd, Austin, TX",1,1,,,zillow.com/apartments/austin-tx/maa-west-austin/5Xht7Z/
988,78759,UT Austin,8.34 miles,"11215 Research Blvd, Austin, TX",1,1,,,zillow.com/apartments/austin-tx/maa-balcones-woods/5Xhsy2/
1185,78745,UT Austin,10.68 miles,"7655 Ranch Rd N, Austin, TX",1,1,,,zillow.com/apartments/austin-tx/ellwood-at-lake-travis/BpdHPG/
1250,78751,UT Austin,1.67 miles,"4605 Avenue A, Austin, TX",1,1,,,zillow.com/apartments/austin-tx/the-sidney/5Xr3Wb/
1199,78705,UT Austin,0.93 miles,"1302 W 24th St, Austin, TX",1,1,,,zillow.com/apartments/austin-tx/pease-parkside-apartments/5XhtFp/
1190,78753,UT Austin,8.35 miles,"305 E Yager Ln, Austin, TX",1,1,,,zillow.com/apartments/austin-tx/oxford-at-tech-ridge/5XhsxL/
1055,78704,UT Austin,3.58 miles,"1221 Algarita Ave, Austin, TX",1,1,,,zillow.com/apartments/austin-tx/cascade-apartments/5XhsxS/
1293,78745,UT Austin,9.25 miles,"7500 S Interstate Highway 35 Frontage Rd, Austin, TX",1,1,,,zillow.com/apartments/austin-tx/ladera-apartment-homes/BsJSfs/
1500,78701,UT Austin,1.0 miles,"504 W 13th St APT 4, Austin, TX 78701",1,1,240,1531,zillow.com/homedetails/504-W-13th-St-APT-4-Austin-TX-78701/2077326863_zpid/
1520,78744,UT Austin,9.26 miles,"8001 E William Cannon Dr, Austin, TX",1,1,,,zillow.com/apartments/austin-tx/ariza-easton-park/C8BcbN/
1321,78732,UT Austin,10.73 miles,"4500 Steiner Ranch Blvd, Austin, TX",1,1,,,zillow.com/apartments/austin-tx/meritage-at-steiner-ranch/5Xht7F/
1872,78702,UT Austin,2.14 miles,"2025 E 7th St, Austin, TX",1,1,,,zillow.com/apartments/austin-tx/7east/65Z4VV/
1351,78758,UT Austin,7.03 miles,"2511 W Braker Ln, Austin, TX",1,1,,,zillow.com/apartments/austin-tx/the-copeland/BMTsxN/
1489,78758,UT Austin,8.7 miles,"12349 Metric Blvd, Austin, TX",1,1,,,zillow.com/apartments/austin-tx/camden-huntingdon/5Xhstt/
2426,78701,UT Austin,1.73 miles,"215 Brazos St, Austin, TX",1,1,,,zillow.com/apartments/austin-tx/hanover-brazos-street/BtgB6D/
1740,78722,UT Austin,1.63 miles,"2901 Manor Rd, Austin, TX",1,1,,,zillow.com/apartments/austin-tx/starlight/5gJq35/
1233,78751,UT Austin,2.17 miles,"5200 N Lamar Blvd, Austin, TX",1,1,,,zillow.com/apartments/austin-tx/summit-at-hyde-park/5Xht4c/
1451,78727,UT Austin,10.25 miles,"13201 Legendary Dr, Austin, TX",1,1,,,zillow.com/apartments/austin-tx/highline-apartments/5h6DqT/
1490,78703,UT Austin,1.42 miles,"1714 Summit View Pl, Austin, TX",1,1,,,zillow.com/b/1714-summit-view-pl-austin-tx-5YCfcC/
1151,78681,UT Austin,13.36 miles,"2800 La Frontera Blvd, Round Rock, TX",1,1,,,zillow.com/apartments/round-rock-tx/enclave-at-la-frontera/5Xht49/
1587,78735,UT Austin,7.16 miles,"5604 Sw Pkwy, Austin, TX",1,1,,,zillow.com/apartments/austin-tx/the-preserve-at-travis-creek/BntPvT/
1250,78745,UT Austin,5.72 miles,"5010 S Congress Ave, Austin, TX",1,1,,,zillow.com/apartments/austin-tx/sur512/65cnLM/
1019,78723,UT Austin,4.07 miles,"7227 E Highway 290, Austin, TX",1,1,,,zillow.com/apartments/austin-tx/sage-hill-apartment-homes/5Xht8Q/
1591,78745,UT Austin,5.17 miles,"4323 S Congress Ave, Austin, TX",1,1,,,zillow.com/b/st.-elmo-apartments-austin-tx-9T5fgB/
1248,78750,UT Austin,6.51 miles,"6500 Champion Grandview Way, Austin, TX",1,1,,,zillow.com/apartments/austin-tx/10x-living-at-grandview/5Xht26/
1650,78703,UT Austin,1.92 miles,"2412 Enfield Rd APT 7, Austin, TX 78703",1,1,650,1413,zillow.com/homedetails/2412-Enfield-Rd-APT-7-Austin-TX-78703/29333446_zpid/
1175,78741,UT Austin,3.38 miles,"2101 Elmont Dr, Austin, TX",1,1,,,zillow.com/apartments/austin-tx/mesh/5Yv2DB/
1511,78717,UT Austin,13.31 miles,"13500 Lyndhurst St, Austin, TX",1,1,,,zillow.com/apartments/austin-tx/amli-lakeline/BMFmty/
1192,78745,UT Austin,6.51 miles,"401 Little Texas Ln, Austin, TX",1,1,,,zillow.com/apartments/austin-tx/avana-soco/5Xht7x/
1530,78723,UT Austin,2.85 miles,"6007 N Interstate Highway 35, Austin, TX",1,1,,,zillow.com/apartments/austin-tx/windsor-park-towers/9WR7vW/
1346,78745,UT Austin,8.74 miles,"8515 Brodie Ln, Austin, TX",1,1,,,zillow.com/apartments/austin-tx/the-vista-on-brodie/5XhtFw/
1225,78728,UT Austin,12.53 miles,"The James on Grand Avenue, 15701 Farm To Market Rd, Austin, TX 78728",1,1,651,1225,zillow.com/b/the-james-on-grand-avenue-austin-tx-C4dxFT/
1397,78737,UT Austin,15.71 miles,"383 Rocky Ridge Trl, Austin, TX",1,1,,,zillow.com/apartments/austin-tx/anthem-at-ledge-stone/BKB5K3/
1338,78754,UT Austin,6.11 miles,"9911 Dessau Rd, Austin, TX",1,1,,,zillow.com/apartments/austin-tx/paloma/C723Kd/
1672,78724,UT Austin,7.64 miles,"Residences at Decker, 9000 Decker Ln, Austin, TX 78724",1,1,666,1385,zillow.com/apartments/austin-tx/residences-at-decker/5Yw5FW/
1214,78613,UT Austin,13.21 miles,"12700 Ridgeline Blvd, Cedar Park, TX",1,1,,,zillow.com/apartments/cedar-park-tx/arella-lakeline/65fZXd/
1283,78745,UT Austin,6.29 miles,"500 E Stassney Ln, Austin, TX",1,1,,,zillow.com/apartments/austin-tx/griffis-soco-austin/5Xht3g/
1186,78729,UT Austin,12.85 miles,"13425 Ranch Road 620 N, Austin, TX",1,1,,,zillow.com/apartments/austin-tx/griffis-lakeline-station/5XhtD4/
1472,78759,UT Austin,7.14 miles,"10011 Stonelake Blvd, Austin, TX",1,1,,,zillow.com/apartments/austin-tx/cortland-arboretum/5hS6Kb/
1299,78749,UT Austin,9.34 miles,"4825 Davis Ln, Austin, TX",1,1,,,zillow.com/apartments/austin-tx/camden-stoneleigh/5XhsxK/
2009,78704,UT Austin,2.42 miles,"300 E Riverside Dr, Austin, TX",1,1,,,zillow.com/apartments/austin-tx/water-marq/5XhtDD/
1450,78736,UT Austin,9.8 miles,"7870 W Us Highway 290, Austin, TX",1,1,,,zillow.com/apartments/austin-tx/yaupon-by-windsor/BqMWNJ/
1355,78717,UT Austin,14.33 miles,"13100 Avery Ranch Blvd, Austin, TX",1,1,,,zillow.com/b/astra-avery-ranch-austin-tx-BqvfZX/
1380,78752,UT Austin,2.77 miles,"609 Clayton Ln, Austin, TX",1,1,,,zillow.com/apartments/austin-tx/ella-parkside/BChKYs/
1420,78727,UT Austin,10.38 miles,"5708 W Parmer Ln, Austin, TX",1,1,,,zillow.com/apartments/austin-tx/windsor-republic-place/9n7QMk/
1254,78613,UT Austin,13.56 miles,"2801 S Lakeline Blvd, Cedar Park, TX",1,1,,,zillow.com/b/bexley-at-lakeline-cedar-park-tx-65bbry/
1279,78753,UT Austin,8.93 miles,"1200 E Parmer Ln, Austin, TX",1,1,,,zillow.com/apartments/austin-tx/bexley-at-tech-ridge/5Xkq8J/
2130,78703,UT Austin,1.79 miles,"507 Pressler St, Austin, TX",1,1,,,zillow.com/apartments/austin-tx/pressler-apartments/5Xht47/
1897,78741,UT Austin,3.02 miles,"1620 E Riverside Dr, Austin, TX",1,1,,,zillow.com/apartments/austin-tx/amli-south-shore/5Xhswn/
1549,78757,UT Austin,3.76 miles,"801 Sugaree Ave, Austin, TX",1,1,,,zillow.com/apartments/austin-tx/crestview-commons-apartments/BKB5MN/
1627,78702,UT Austin,1.83 miles,"1211 E 5th St, Austin, TX",1,1,,,zillow.com/apartments/austin-tx/residences-at-saltillo/BNPrCY/
902,78758,UT Austin,5.94 miles,"1804 W Rundberg Ln, Austin, TX",1,1,,,zillow.com/apartments/austin-tx/ascent-at-walnut-creek/5Xht2H/
1183,78750,UT Austin,10.48 miles,"8312 Fathom Cir, Austin, TX",1,1,,,zillow.com/apartments/austin-tx/summit-at-westwood/5hCDTD/
1522,78702,UT Austin,1.95 miles,"2823 E Martin Luther King Blvd, Austin, TX",1,1,,,zillow.com/b/platform-austin-tx-BT7cfX/
950,78752,UT Austin,2.86 miles,"6008 N Lamar Blvd, Austin, TX",1,1,,,zillow.com/apartments/austin-tx/the-preserve-central-park/FGzm/
1400,78660,UT Austin,9.97 miles,"13624 Dessau Rd, Pflugerville, TX",1,1,,,zillow.com/apartments/pflugerville-tx/bridge-at-tech-crossing/Bzw2jn/
1099,78753,UT Austin,5.44 miles,"9200 North Plz, Austin, TX",1,1,,,zillow.com/apartments/austin-tx/tides-on-north-plaza/5Yy9jq/
930,78723,UT Austin,2.75 miles,"5700 Cameron Rd, Austin, TX",1,1,,,zillow.com/apartments/austin-tx/tides-at-mueller/5Xhsz3/
800,78758,UT Austin,7.66 miles,"11700 Metric Blvd, Austin, TX",1,1,,,zillow.com/apartments/austin-tx/barstow/5Xht4d/
1188,78723,UT Austin,3.86 miles,"5605 Springdale Rd, Austin, TX",1,1,,,zillow.com/apartments/austin-tx/the-reserve-at-springdale/B5xXrf/
1129,78726,UT Austin,11.58 miles,"9009 N Fm 620 Rd, Austin, TX",1,1,,,zillow.com/apartments/austin-tx/bridge-at-canyon-creek/9mgphR/
1190,78731,UT Austin,4.43 miles,"3600 N Hills Dr, Austin, TX",1,1,,,zillow.com/apartments/austin-tx/peaks-%40-nw-hills/5XhsyD/
1599,78747,UT Austin,9.49 miles,"9005 Alderman Dr, Austin, TX",1,1,,,zillow.com/apartments/austin-tx/bridge-at-goodnight-ranch/BPHv39/
1315,78748,UT Austin,10.33 miles,"10500 S Interstate Highway 35, Austin, TX",1,1,,,zillow.com/apartments/austin-tx/bell-southpark/BCNrK3/
1405,78745,UT Austin,8.21 miles,"8103 S Congress Ave, Austin, TX",1,1,,,zillow.com/apartments/austin-tx/windsor-south-congress/BPWJny/
1292,78747,UT Austin,11.84 miles,"12000 Interstate Highway 35 Frontage Rd, Austin, TX",1,1,,,zillow.com/b/reveal-at-onion-creek-austin-tx-BpVRfn/
1490,78723,UT Austin,2.89 miles,"5900 Cameron Rd, Austin, TX",1,1,,,zillow.com/apartments/austin-tx/highgrove/9LRjRJ/
1400,78758,UT Austin,8.91 miles,"12430 Metric Blvd, Austin, TX",1,1,,,zillow.com/apartments/austin-tx/the-langdon-on-parmer/5Xhswb/
1424,78741,UT Austin,5.39 miles,"1900 Airport Commerce Dr, Austin, TX",1,1,,,zillow.com/apartments/austin-tx/arise-riverside/BMFMwY/
1279,78748,UT Austin,8.71 miles,"8800 S 1st St, Austin, TX",1,1,,,zillow.com/apartments/austin-tx/the-james-on-south-first/65WVsN/
1299,78729,UT Austin,12.0 miles,"8100 Anderson Mill Rd, Austin, TX",1,1,,,zillow.com/apartments/austin-tx/the-royce-at-8100/65W4F9/
989,78741,UT Austin,4.54 miles,"3111 Parker Ln, Austin, TX",1,1,,,zillow.com/apartments/austin-tx/montecito/5Xht79/
1180,78749,UT Austin,7.11 miles,"4701 Staggerbrush Rd, Austin, TX",1,1,,,zillow.com/apartments/austin-tx/monterey-ranch/5Xht59/
1333,78734,UT Austin,14.03 miles,"2208 N Fm 620 Rd, Austin, TX",1,1,,,zillow.com/apartments/austin-tx/travis-at-the-lake/Bs7fsn/
1119,78731,UT Austin,4.96 miles,"3600 Greystone Dr, Austin, TX",1,1,,,zillow.com/apartments/austin-tx/bridge-at-northwest-hills/5Xht7W/
1485,78704,UT Austin,3.03 miles,"1500 S Lamar Blvd, Austin, TX",1,1,,,zillow.com/apartments/austin-tx/maa-south-lamar/5Xht9d/
1874,78704,UT Austin,2.77 miles,"1100 S Lamar Blvd, Austin, TX",1,1,,,zillow.com/apartments/austin-tx/lamar-union/5fSxLV/
1079,78741,UT Austin,4.06 miles,"2317 S Pleasant Valley Rd, Austin, TX",1,1,,,zillow.com/apartments/austin-tx/trio/5XhsvH/
1221,78759,UT Austin,5.54 miles,"3605 Steck Ave, Austin, TX",1,1,,,zillow.com/apartments/austin-tx/le-montreaux-apartments/5Xht5f/
1199,78736,UT Austin,9.86 miles,"7880 Us Highway 290, Austin, TX",1,1,,,zillow.com/apartments/austin-tx/palo-verde/BfzmYm/
1179,78748,UT Austin,12.29 miles,"1200 Estancia Pkwy, Austin, TX",1,1,,,zillow.com/apartments/austin-tx/estancia-villas/BChKZ2/
1333,78724,UT Austin,6.12 miles,"5301 Decker Ln, Austin, TX",1,1,,,zillow.com/apartments/austin-tx/spectra-parks/BMpsjP/
1383,78705,UT Austin,0.78 miles,"3233 Harmon Ave, Austin, TX",1,1,,,zillow.com/apartments/austin-tx/aura-thirty2/BjYK2z/
1108,78723,UT Austin,4.55 miles,"6600 Ed Bluestein Blvd, Austin, TX",1,1,,,zillow.com/apartments/austin-tx/maa-east-austin/5XhtB4/
1150,78758,UT Austin,5.83 miles,"Ventura North, 9209 Northgate Blvd APT 202, Austin, TX 78758",1,1,600,,zillow.com/apartments/austin-tx/ventura-north/5XhtB9/
2330,78705,UT Austin,0.76 miles,"3407 Red River St FLOOR 2-ID140, Austin, TX 78705",1,1,669,2392,zillow.com/homedetails/3407-Red-River-St-FLOOR-2-ID140-Austin-TX-78705/2057853732_zpid/
1279,78752,UT Austin,3.62 miles,"7200 Duval St, Austin, TX",1,1,,,zillow.com/apartments/austin-tx/duval-at-midtown/5XyLq7/
1757,78723,UT Austin,1.9 miles,"4646 Mueller Blvd, Austin, TX",1,1,,,zillow.com/apartments/austin-tx/sync-at-mueller/5YtGGY/
1317,78741,UT Austin,3.79 miles,"2425 E Riverside Dr, Austin, TX",1,1,,,zillow.com/apartments/austin-tx/ovation-apartments/5Xht5V/
1134,78745,UT Austin,7.02 miles,"744 W William Cannon Dr, Austin, TX",1,1,,,zillow.com/apartments/austin-tx/the-dexter/5Xhsyk/
1459,78735,UT Austin,5.8 miles,"4424 Gaines Ranch Loop, Austin, TX",1,1,,,zillow.com/apartments/austin-tx/camden-gaines-ranch/5Xhsx2/
1188,78758,UT Austin,8.2 miles,"2600 Gracy Farms Ln, Austin, TX",1,1,,,zillow.com/apartments/austin-tx/the-village-at-gracy-farms/5XhtFh/
1830,78731,UT Austin,4.24 miles,"6800 Austin Center Blvd, Austin, TX",1,1,,,zillow.com/apartments/austin-tx/somerset-townhomes/5XhtBd/
1645,78721,UT Austin,3.24 miles,"1120 Shady Ln, Austin, TX",1,1,,,zillow.com/apartments/austin-tx/trailhead/BhgdJz/
1759,78701,UT Austin,2.01 miles,"91 Rainey St, Austin, TX",1,1,,,zillow.com/apartments/austin-tx/camden-rainey-street/5jCZfF/
1247,78751,UT Austin,0.9 miles,"109 W 39th St, Austin, TX",1,1,,,zillow.com/apartments/austin-tx/su-casa/5XhtCx/
2175,78702,UT Austin,2.53 miles,"1401 Art Dilly Dr, Austin, TX",1,1,,,zillow.com/apartments/austin-tx/the-weaver/BmK5VT/
