Price,Zip,My university,Distance to the university,Address,Bathrooms,Bedrooms,LivingArea,Rent_estimate,DetailURL,pred_price
2400,78741,UT Austin,4.62,"903 Vargas Rd #B, Austin, TX 78741",3,3,1260,3240.0,zillow.com/homedetails/903-Vargas-Rd-B-Austin-TX-78741/338245545_zpid/,2332.095
2700,78753,UT Austin,8.13,"836 Waterfall Way, Austin, TX 78753",3,3,2327,2525.0,zillow.com/homedetails/836-Waterfall-Way-Austin-TX-78753/119618266_zpid/,2883.27
3200,78702,UT Austin,2.93,"604 Allen St APT 103, Austin, TX 78702",3,3,1487,3599.0,zillow.com/homedetails/604-Allen-St-APT-103-Austin-TX-78702/124841928_zpid/,3293.11
2280,78729,UT Austin,12.3,"13700 Sage Grouse Dr UNIT 2202, Austin, TX 78729",3,3,1831,2298.0,zillow.com/homedetails/13700-Sage-Grouse-Dr-UNIT-2202-Austin-TX-78729/243339810_zpid/,2298.72
3495,78741,UT Austin,4.85,"6700 Canal St, Austin, TX 78741",3,3,1818,3274.0,zillow.com/homedetails/6700-Canal-St-Austin-TX-78741/29464107_zpid/,3428.0
2750,78735,UT Austin,8.88,"7901 Southwest Pkwy UNIT 34, Austin, TX 78735",3,3,2119,3099.0,zillow.com/homedetails/7901-Southwest-Pkwy-UNIT-34-Austin-TX-78735/79981310_zpid/,2978.25
4250,78751,UT Austin,1.89,"511 E 50th St #A, Austin, TX 78751",3,3,1450,3350.0,zillow.com/homedetails/511-E-50th-St-A-Austin-TX-78751/2131137439_zpid/,3468.3
2695,78727,UT Austin,9.41,"4907 Hawkhaven Ln, Austin, TX 78727",3,3,1647,2634.0,zillow.com/homedetails/4907-Hawkhaven-Ln-Austin-TX-78727/29442206_zpid/,2590.6
3500,78705,UT Austin,0.43,"305 W 29th St, Austin, TX 78705",3,3,1020,3399.0,zillow.com/homedetails/305-W-29th-St-Austin-TX-78705/29395600_zpid/,3153.3
2500,78744,UT Austin,6.82,"5800 Needle Nook Ct, Austin, TX 78744",3,3,1524,2570.0,zillow.com/homedetails/5800-Needle-Nook-Ct-Austin-TX-78744/124836946_zpid/,2709.11
5000,78702,UT Austin,1.91,"2014 Hamilton Ave, Austin, TX 78702",3,3,1817,4624.0,zillow.com/homedetails/2014-Hamilton-Ave-Austin-TX-78702/29386113_zpid/,4458.1
2700,78717,UT Austin,13.8,"9809 McKnight Loop, Austin, TX 78717",3,3,2470,2857.0,zillow.com/homedetails/9809-McKnight-Loop-Austin-TX-78717/243341693_zpid/,2892.4
2800,78750,UT Austin,11.5,"11608 Spicewood Pkwy UNIT 8, Austin, TX 78750",3,3,2722,2996.0,zillow.com/homedetails/11608-Spicewood-Pkwy-UNIT-8-Austin-TX-78750/64622931_zpid/,2949.05
3200,78721,UT Austin,3.08,"4805 Sara Dr #A, Austin, TX 78721",3,3,1510,2320.0,zillow.com/homedetails/4805-Sara-Dr-A-Austin-TX-78721/2055883641_zpid/,3235.04
3995,78751,UT Austin,1.61,"4601 Depew Ave, Austin, TX 78751",3,3,1836,3927.0,zillow.com/homedetails/4601-Depew-Ave-Austin-TX-78751/2140225215_zpid/,3722.8
3400,78745,UT Austin,7.23,"6800 Menchaca Rd #17, Austin, TX 78745",3,3,1868,2203.0,zillow.com/homedetails/6800-Menchaca-Rd-17-Austin-TX-78745/2076780250_zpid/,3422.1
3395,78705,UT Austin,0.61,"910 W 25th St APT 503, Austin, TX 78705",3,3,1250,3200.0,zillow.com/homedetails/910-W-25th-St-APT-503-Austin-TX-78705/89551829_zpid/,3193.7
2500,78717,UT Austin,13.9,"200 Highland Horizon, Austin, TX 78717",3,3,2212,2500.0,zillow.com/homedetails/200-Highland-Horizon-Austin-TX-78717/89658995_zpid/,2665.75
2450,78741,UT Austin,4.52,"2101 Rivers Edge Way, Austin, TX 78741",3,3,1405,1915.0,zillow.com/homedetails/2101-Rivers-Edge-Way-Austin-TX-78741/2078238359_zpid/,2404.97
2000,78754,UT Austin,9.26,"12444 Tay Ter, Austin, TX 78754",3,3,1659,2227.0,zillow.com/homedetails/12444-Tay-Ter-Austin-TX-78754/80103236_zpid/,2164.1276815668202
9718,78701,UT Austin,1.8 ,"200 W Cesar Chavez St #2911, Austin, TX 78701",3,3,2517,,zillow.com/homedetails/200-W-Cesar-Chavez-St-2911-Austin-TX-78701/2055582146_zpid/,6035.34
2420,78753,UT Austin,8.34,"12242 Abbey Glen Ln, Austin, TX 78753",3,3,2028,1596.0,zillow.com/homedetails/12242-Abbey-Glen-Ln-Austin-TX-78753/2146907802_zpid/,2626.85
2500,78753,UT Austin,5.22,"8926 N Plaza Ct #50, Austin, TX 78753",3,3,1719,2470.0,zillow.com/homedetails/8926-N-Plaza-Ct-50-Austin-TX-78753/29421676_zpid/,2980.45
4350,78751,UT Austin,0.9 ,"3819 Duval St, Austin, TX 78751",3,3,2085,4795.0,zillow.com/homedetails/3819-Duval-St-Austin-TX-78751/29399412_zpid/,3345.55
2800,78741,UT Austin,4.4 ,"2924 Bond Dr #4C, Austin, TX 78741",3,3,1638,2800.0,zillow.com/homedetails/2924-Bond-Dr-4C-Austin-TX-78741/83126064_zpid/,3449.84
5500,78704,UT Austin,2.47,"709 Bouldin Ave, Austin, TX 78704",3,3,2122,2500.0,zillow.com/homedetails/709-Bouldin-Ave-Austin-TX-78704/249889564_zpid/,5620.07
6750,78703,UT Austin,1.28,"1111 W 12th St APT 115, Austin, TX 78703",3,3,2242,6261.0,zillow.com/homedetails/1111-W-12th-St-APT-115-Austin-TX-78703/29327642_zpid/,7006.98
2800,78748,UT Austin,9.51,"9941 Aly May Dr, Austin, TX 78748",3,3,1975,2527.0,zillow.com/homedetails/9941-Aly-May-Dr-Austin-TX-78748/89547670_zpid/,2712.7
2595,78741,UT Austin,4.32,"2001 Tramson Dr, Austin, TX 78741",3,3,1483,2749.0,zillow.com/homedetails/2001-Tramson-Dr-Austin-TX-78741/145656989_zpid/,2429.28
2600,78723,UT Austin,4.06,"3317 Hycreek Dr #B, Austin, TX 78723",3,3,1400,1938.0,zillow.com/homedetails/3317-Hycreek-Dr-B-Austin-TX-78723/2056431260_zpid/,2317.63
7000,78703,UT Austin,1.3 ,"1601 Northwood Rd, Austin, TX 78703",3,3,2512,7406.0,zillow.com/homedetails/1601-Northwood-Rd-Austin-TX-78703/29336872_zpid/,7790.68
3600,78723,UT Austin,3.42,"4805 Olive Sparrow Dr, Austin, TX 78723",3,3,2048,2760.0,zillow.com/homedetails/4805-Olive-Sparrow-Dr-Austin-TX-78723/2064137606_zpid/,3600.0
3300,78705,UT Austin,0.56,"30th Street Townhomes, 501 W 30th St #A2, Austin, TX 78705",3,3,1382,,zillow.com/b/30th-street-townhomes-austin-tx-63bV4g/,3300.0
2725,78745,UT Austin,7.86,"7709 Menchaca Rd #20, Austin, TX 78745",3,3,1637,2784.0,zillow.com/homedetails/7709-Menchaca-Rd-20-Austin-TX-78745/124839816_zpid/,2725.0
4664,78751,UT Austin,1.76,"Residences at The Triangle, 4600 W Guadalupe St #5201, Austin, TX 78751",3,3,3135,4642.0,zillow.com/apartments/austin-tx/residences-at-the-triangle/5Xht9K/,4664.0
1999,78754,UT Austin,7.56,"3201 Centrum Dr, Austin, TX 78754",3,3,1493,2175.0,zillow.com/homedetails/3201-Centrum-Dr-Austin-TX-78754/80100514_zpid/,1999.0
2090,78741,UT Austin,3.94,"Belara, 1500 Crossing Pl APT 514, Austin, TX 78741",3,3,1312,1939.0,zillow.com/apartments/austin-tx/belara/5XhtCn/,2090.0
3889,78758,UT Austin,7.62,"The Kenzie At The Domain, 3201 Esperanza Xing APT 439, Austin, TX 78758",3,3,1600,4003.0,zillow.com/apartments/austin-tx/the-kenzie-at-the-domain/5g4RfH/,3889.0
2611,78745,UT Austin,11.8,"Reveal at Onion Creek, 12000 Interstate Highway 35 Frontage Rd #3402, Austin, TX 78745",3,3,1598,2614.0,zillow.com/b/reveal-at-onion-creek-austin-tx-BpVRfn/,2611.0
4995,78723,UT Austin,3.47,"5606 Darlington Ln, Austin, TX 78723",3,3,2030,3757.0,zillow.com/homedetails/5606-Darlington-Ln-Austin-TX-78723/29402537_zpid/,4995.0
3300,78724,UT Austin,5.62,"6104 Florencia Ln, Austin, TX 78724",3,3,2100,2988.0,zillow.com/homedetails/6104-Florencia-Ln-Austin-TX-78724/306647386_zpid/,3300.0
3995,78704,UT Austin,4.3 ,"3211 Aldwyche Dr, Austin, TX 78704",3,3,1623,3910.0,zillow.com/homedetails/3211-Aldwyche-Dr-Austin-TX-78704/2095197978_zpid/,3995.0
2200,78741,UT Austin,4.19,"1101 Grove Blvd APT 205, Austin, TX 78741",3,3,1380,2931.0,zillow.com/homedetails/1101-Grove-Blvd-APT-205-Austin-TX-78741/80095001_zpid/,2200.0
3495,78751,UT Austin,1.43,"1038 E 43rd Street, 1038 E 43rd St #A, Austin, TX 78751",3,3,1800,3864.0,zillow.com/b/1038-e-43rd-street-austin-tx-5ZnhxN/,3495.0
3299,78732,UT Austin,10.9,"5202 Watusi Bnd, Austin, TX 78732",3,3,1900,2474.0,zillow.com/homedetails/5202-Watusi-Bnd-Austin-TX-78732/2068957265_zpid/,3299.0
3000,78737,UT Austin,12.0,"8504 Young Ln, Austin, TX 78737",3,3,2350,3170.0,zillow.com/homedetails/8504-Young-Ln-Austin-TX-78737/29492294_zpid/,3000.0
4990,78702,UT Austin,1.95,"1307 Clifford Ave, Austin, TX 78702",3,3,2111,3984.0,zillow.com/homedetails/1307-Clifford-Ave-Austin-TX-78702/29389885_zpid/,4990.0
6800,78704,UT Austin,2.86,"205 Park Ln, Austin, TX 78704",3,3,2400,9058.0,zillow.com/homedetails/205-Park-Ln-Austin-TX-78704/29458729_zpid/,6800.0
2300,78705,UT Austin,0.51,"208 W 31st St, Austin, TX 78705",3,3,2029,4968.0,zillow.com/homedetails/208-W-31st-St-Austin-TX-78705/29397325_zpid/,2300.0
4150,78704,UT Austin,3.81,"2520 Bluebonnet Ln UNIT 52, Austin, TX 78704",3,3,1950,4235.0,zillow.com/homedetails/2520-Bluebonnet-Ln-UNIT-52-Austin-TX-78704/119615224_zpid/,4150.0
3500,78717,UT Austin,13.9,"15907 Two Rivers Cv, Austin, TX 78717",3,3,2931,2897.0,zillow.com/homedetails/15907-Two-Rivers-Cv-Austin-TX-78717/29586910_zpid/,3500.0
5000,78702,UT Austin,2.37,"2710 Zaragosa St, Austin, TX 78702",3,3,2200,4449.0,zillow.com/homedetails/2710-Zaragosa-St-Austin-TX-78702/29384440_zpid/,5000.0
2480,78745,UT Austin,10.5,"Farmhouse Apartments, 10801 S Interstate Highway 35 Frontage Rd #443, Austin, TX 78745",3,3,1603,,zillow.com/apartments/austin-tx/farmhouse-apartments/BVmTpn/,2480.0
6850,78704,UT Austin,2.74,"1220 Bickler Rd, Austin, TX 78704",3,3,2328,7415.0,zillow.com/homedetails/1220-Bickler-Rd-Austin-TX-78704/29458951_zpid/,6850.0
2150,78725,UT Austin,9.85,"604 Red Tails Dr, Austin, TX 78725",3,3,1795,2178.0,zillow.com/homedetails/604-Red-Tails-Dr-Austin-TX-78725/251028788_zpid/,2150.0
5023,78741,UT Austin,3.02,"AMLI South Shore, 1620 E Riverside Dr #7_74223, Austin, TX 78741",3,3,1621,4474.0,zillow.com/apartments/austin-tx/amli-south-shore/5Xhswn/,5023.0
13412,78701,UT Austin,1.58,"Hanover Republic Square, 303 W 5th St PENTHOUSE 4300, Austin, TX 78701",3,3,2858,13725.0,zillow.com/apartments/austin-tx/hanover-republic-square/9T5VQT/,13412.0
3800,78704,UT Austin,3.38,"403 W Live Oak St, Austin, TX 78704",3,3,1832,5049.0,zillow.com/homedetails/403-W-Live-Oak-St-Austin-TX-78704/29474510_zpid/,3800.0
4000,78745,UT Austin,7.29,"705 Plumpton Dr, Austin, TX 78745",3,3,2090,2800.0,zillow.com/homedetails/705-Plumpton-Dr-Austin-TX-78745/144383523_zpid/,4000.0
4500,78702,UT Austin,2.03,"1008 Walter St, Austin, TX 78702",3,3,1835,4695.0,zillow.com/homedetails/1008-Walter-St-Austin-TX-78702/29386217_zpid/,4500.0
2500,78744,UT Austin,8.89,"7400 Burnham Pl, Austin, TX 78744",3,3,1771,1487.0,zillow.com/homedetails/7400-Burnham-Pl-Austin-TX-78744/2081770732_zpid/,2500.0
3250,78751,UT Austin,1.11,"Miller Square, 920 E 40th St #918-219, Austin, TX 78751",3,3,1800,,zillow.com/b/miller-square-austin-tx-5d9Rbc/,3250.0
3600,78723,UT Austin,3.42,"4805 Olive Sparrow Dr, Austin, TX 78723",3,3,2048,2760.0,zillow.com/homedetails/4805-Olive-Sparrow-Dr-Austin-TX-78723/2064137606_zpid/,3600.0
3300,78705,UT Austin,0.56,"30th Street Townhomes, 501 W 30th St #A2, Austin, TX 78705",3,3,1382,,zillow.com/b/30th-street-townhomes-austin-tx-63bV4g/,3300.0
2725,78745,UT Austin,7.86,"7709 Menchaca Rd #20, Austin, TX 78745",3,3,1637,2784.0,zillow.com/homedetails/7709-Menchaca-Rd-20-Austin-TX-78745/124839816_zpid/,2725.0
4664,78751,UT Austin,1.76,"Residences at The Triangle, 4600 W Guadalupe St #5201, Austin, TX 78751",3,3,3135,4642.0,zillow.com/apartments/austin-tx/residences-at-the-triangle/5Xht9K/,4664.0
1999,78754,UT Austin,7.56,"3201 Centrum Dr, Austin, TX 78754",3,3,1493,2175.0,zillow.com/homedetails/3201-Centrum-Dr-Austin-TX-78754/80100514_zpid/,1999.0
2090,78741,UT Austin,3.94,"Belara, 1500 Crossing Pl APT 514, Austin, TX 78741",3,3,1312,1939.0,zillow.com/apartments/austin-tx/belara/5XhtCn/,2090.0
3889,78758,UT Austin,7.62,"The Kenzie At The Domain, 3201 Esperanza Xing APT 439, Austin, TX 78758",3,3,1600,4003.0,zillow.com/apartments/austin-tx/the-kenzie-at-the-domain/5g4RfH/,3889.0
2611,78745,UT Austin,11.8,"Reveal at Onion Creek, 12000 Interstate Highway 35 Frontage Rd #3402, Austin, TX 78745",3,3,1598,2614.0,zillow.com/b/reveal-at-onion-creek-austin-tx-BpVRfn/,2611.0
4995,78723,UT Austin,3.47,"5606 Darlington Ln, Austin, TX 78723",3,3,2030,3757.0,zillow.com/homedetails/5606-Darlington-Ln-Austin-TX-78723/29402537_zpid/,4995.0
3300,78724,UT Austin,5.62,"6104 Florencia Ln, Austin, TX 78724",3,3,2100,2988.0,zillow.com/homedetails/6104-Florencia-Ln-Austin-TX-78724/306647386_zpid/,3300.0
3995,78704,UT Austin,4.3 ,"3211 Aldwyche Dr, Austin, TX 78704",3,3,1623,3910.0,zillow.com/homedetails/3211-Aldwyche-Dr-Austin-TX-78704/2095197978_zpid/,3995.0
2200,78741,UT Austin,4.19,"1101 Grove Blvd APT 205, Austin, TX 78741",3,3,1380,2931.0,zillow.com/homedetails/1101-Grove-Blvd-APT-205-Austin-TX-78741/80095001_zpid/,2200.0
3495,78751,UT Austin,1.43,"1038 E 43rd Street, 1038 E 43rd St #A, Austin, TX 78751",3,3,1800,3864.0,zillow.com/b/1038-e-43rd-street-austin-tx-5ZnhxN/,3495.0
3299,78732,UT Austin,10.9,"5202 Watusi Bnd, Austin, TX 78732",3,3,1900,2474.0,zillow.com/homedetails/5202-Watusi-Bnd-Austin-TX-78732/2068957265_zpid/,3299.0
3000,78737,UT Austin,12.0,"8504 Young Ln, Austin, TX 78737",3,3,2350,3170.0,zillow.com/homedetails/8504-Young-Ln-Austin-TX-78737/29492294_zpid/,3000.0
4990,78702,UT Austin,1.95,"1307 Clifford Ave, Austin, TX 78702",3,3,2111,3984.0,zillow.com/homedetails/1307-Clifford-Ave-Austin-TX-78702/29389885_zpid/,4990.0
6800,78704,UT Austin,2.86,"205 Park Ln, Austin, TX 78704",3,3,2400,9058.0,zillow.com/homedetails/205-Park-Ln-Austin-TX-78704/29458729_zpid/,6800.0
2300,78705,UT Austin,0.51,"208 W 31st St, Austin, TX 78705",3,3,2029,4968.0,zillow.com/homedetails/208-W-31st-St-Austin-TX-78705/29397325_zpid/,2300.0
4150,78704,UT Austin,3.81,"2520 Bluebonnet Ln UNIT 52, Austin, TX 78704",3,3,1950,4235.0,zillow.com/homedetails/2520-Bluebonnet-Ln-UNIT-52-Austin-TX-78704/119615224_zpid/,4150.0
3500,78717,UT Austin,13.9,"15907 Two Rivers Cv, Austin, TX 78717",3,3,2931,2897.0,zillow.com/homedetails/15907-Two-Rivers-Cv-Austin-TX-78717/29586910_zpid/,3500.0
5000,78702,UT Austin,2.37,"2710 Zaragosa St, Austin, TX 78702",3,3,2200,4449.0,zillow.com/homedetails/2710-Zaragosa-St-Austin-TX-78702/29384440_zpid/,5000.0
2480,78745,UT Austin,10.5,"Farmhouse Apartments, 10801 S Interstate Highway 35 Frontage Rd #443, Austin, TX 78745",3,3,1603,,zillow.com/apartments/austin-tx/farmhouse-apartments/BVmTpn/,2480.0
6850,78704,UT Austin,2.74,"1220 Bickler Rd, Austin, TX 78704",3,3,2328,7415.0,zillow.com/homedetails/1220-Bickler-Rd-Austin-TX-78704/29458951_zpid/,6850.0
2150,78725,UT Austin,9.85,"604 Red Tails Dr, Austin, TX 78725",3,3,1795,2178.0,zillow.com/homedetails/604-Red-Tails-Dr-Austin-TX-78725/251028788_zpid/,2150.0
5023,78741,UT Austin,3.02,"AMLI South Shore, 1620 E Riverside Dr #7_74223, Austin, TX 78741",3,3,1621,4474.0,zillow.com/apartments/austin-tx/amli-south-shore/5Xhswn/,5023.0
13412,78701,UT Austin,1.58,"Hanover Republic Square, 303 W 5th St PENTHOUSE 4300, Austin, TX 78701",3,3,2858,13725.0,zillow.com/apartments/austin-tx/hanover-republic-square/9T5VQT/,13412.0
3800,78704,UT Austin,3.38,"403 W Live Oak St, Austin, TX 78704",3,3,1832,5049.0,zillow.com/homedetails/403-W-Live-Oak-St-Austin-TX-78704/29474510_zpid/,3800.0
4000,78745,UT Austin,7.29,"705 Plumpton Dr, Austin, TX 78745",3,3,2090,2800.0,zillow.com/homedetails/705-Plumpton-Dr-Austin-TX-78745/144383523_zpid/,4000.0
4500,78702,UT Austin,2.03,"1008 Walter St, Austin, TX 78702",3,3,1835,4695.0,zillow.com/homedetails/1008-Walter-St-Austin-TX-78702/29386217_zpid/,4500.0
2500,78744,UT Austin,8.89,"7400 Burnham Pl, Austin, TX 78744",3,3,1771,1487.0,zillow.com/homedetails/7400-Burnham-Pl-Austin-TX-78744/2081770732_zpid/,2500.0
3250,78751,UT Austin,1.11,"Miller Square, 920 E 40th St #918-219, Austin, TX 78751",3,3,1800,,zillow.com/b/miller-square-austin-tx-5d9Rbc/,3250.0
3600,78723,UT Austin,3.42,"4805 Olive Sparrow Dr, Austin, TX 78723",3,3,2048,2760.0,zillow.com/homedetails/4805-Olive-Sparrow-Dr-Austin-TX-78723/2064137606_zpid/,3600.0
3300,78705,UT Austin,0.56,"30th Street Townhomes, 501 W 30th St #A2, Austin, TX 78705",3,3,1382,,zillow.com/b/30th-street-townhomes-austin-tx-63bV4g/,3300.0
2725,78745,UT Austin,7.86,"7709 Menchaca Rd #20, Austin, TX 78745",3,3,1637,2784.0,zillow.com/homedetails/7709-Menchaca-Rd-20-Austin-TX-78745/124839816_zpid/,2725.0
4664,78751,UT Austin,1.76,"Residences at The Triangle, 4600 W Guadalupe St #5201, Austin, TX 78751",3,3,3135,4642.0,zillow.com/apartments/austin-tx/residences-at-the-triangle/5Xht9K/,4664.0
1999,78754,UT Austin,7.56,"3201 Centrum Dr, Austin, TX 78754",3,3,1493,2175.0,zillow.com/homedetails/3201-Centrum-Dr-Austin-TX-78754/80100514_zpid/,1999.0
2090,78741,UT Austin,3.94,"Belara, 1500 Crossing Pl APT 514, Austin, TX 78741",3,3,1312,1939.0,zillow.com/apartments/austin-tx/belara/5XhtCn/,2090.0
3889,78758,UT Austin,7.62,"The Kenzie At The Domain, 3201 Esperanza Xing APT 439, Austin, TX 78758",3,3,1600,4003.0,zillow.com/apartments/austin-tx/the-kenzie-at-the-domain/5g4RfH/,3889.0
2611,78745,UT Austin,11.8,"Reveal at Onion Creek, 12000 Interstate Highway 35 Frontage Rd #3402, Austin, TX 78745",3,3,1598,2614.0,zillow.com/b/reveal-at-onion-creek-austin-tx-BpVRfn/,2611.0
4995,78723,UT Austin,3.47,"5606 Darlington Ln, Austin, TX 78723",3,3,2030,3757.0,zillow.com/homedetails/5606-Darlington-Ln-Austin-TX-78723/29402537_zpid/,4995.0
3300,78724,UT Austin,5.62,"6104 Florencia Ln, Austin, TX 78724",3,3,2100,2988.0,zillow.com/homedetails/6104-Florencia-Ln-Austin-TX-78724/306647386_zpid/,3300.0
3995,78704,UT Austin,4.3 ,"3211 Aldwyche Dr, Austin, TX 78704",3,3,1623,3910.0,zillow.com/homedetails/3211-Aldwyche-Dr-Austin-TX-78704/2095197978_zpid/,3995.0
2200,78741,UT Austin,4.19,"1101 Grove Blvd APT 205, Austin, TX 78741",3,3,1380,2931.0,zillow.com/homedetails/1101-Grove-Blvd-APT-205-Austin-TX-78741/80095001_zpid/,2200.0
3495,78751,UT Austin,1.43,"1038 E 43rd Street, 1038 E 43rd St #A, Austin, TX 78751",3,3,1800,3864.0,zillow.com/b/1038-e-43rd-street-austin-tx-5ZnhxN/,3495.0
3299,78732,UT Austin,10.9,"5202 Watusi Bnd, Austin, TX 78732",3,3,1900,2474.0,zillow.com/homedetails/5202-Watusi-Bnd-Austin-TX-78732/2068957265_zpid/,3299.0
3000,78737,UT Austin,12.0,"8504 Young Ln, Austin, TX 78737",3,3,2350,3170.0,zillow.com/homedetails/8504-Young-Ln-Austin-TX-78737/29492294_zpid/,3000.0
4990,78702,UT Austin,1.95,"1307 Clifford Ave, Austin, TX 78702",3,3,2111,3984.0,zillow.com/homedetails/1307-Clifford-Ave-Austin-TX-78702/29389885_zpid/,4990.0
6800,78704,UT Austin,2.86,"205 Park Ln, Austin, TX 78704",3,3,2400,9058.0,zillow.com/homedetails/205-Park-Ln-Austin-TX-78704/29458729_zpid/,6800.0
2300,78705,UT Austin,0.51,"208 W 31st St, Austin, TX 78705",3,3,2029,4968.0,zillow.com/homedetails/208-W-31st-St-Austin-TX-78705/29397325_zpid/,2300.0
4150,78704,UT Austin,3.81,"2520 Bluebonnet Ln UNIT 52, Austin, TX 78704",3,3,1950,4235.0,zillow.com/homedetails/2520-Bluebonnet-Ln-UNIT-52-Austin-TX-78704/119615224_zpid/,4150.0
3500,78717,UT Austin,13.9,"15907 Two Rivers Cv, Austin, TX 78717",3,3,2931,2897.0,zillow.com/homedetails/15907-Two-Rivers-Cv-Austin-TX-78717/29586910_zpid/,3500.0
5000,78702,UT Austin,2.37,"2710 Zaragosa St, Austin, TX 78702",3,3,2200,4449.0,zillow.com/homedetails/2710-Zaragosa-St-Austin-TX-78702/29384440_zpid/,5000.0
2480,78745,UT Austin,10.5,"Farmhouse Apartments, 10801 S Interstate Highway 35 Frontage Rd #443, Austin, TX 78745",3,3,1603,,zillow.com/apartments/austin-tx/farmhouse-apartments/BVmTpn/,2480.0
6850,78704,UT Austin,2.74,"1220 Bickler Rd, Austin, TX 78704",3,3,2328,7415.0,zillow.com/homedetails/1220-Bickler-Rd-Austin-TX-78704/29458951_zpid/,6850.0
2150,78725,UT Austin,9.85,"604 Red Tails Dr, Austin, TX 78725",3,3,1795,2178.0,zillow.com/homedetails/604-Red-Tails-Dr-Austin-TX-78725/251028788_zpid/,2150.0
5023,78741,UT Austin,3.02,"AMLI South Shore, 1620 E Riverside Dr #7_74223, Austin, TX 78741",3,3,1621,4474.0,zillow.com/apartments/austin-tx/amli-south-shore/5Xhswn/,5023.0
13412,78701,UT Austin,1.58,"Hanover Republic Square, 303 W 5th St PENTHOUSE 4300, Austin, TX 78701",3,3,2858,13725.0,zillow.com/apartments/austin-tx/hanover-republic-square/9T5VQT/,13412.0
3800,78704,UT Austin,3.38,"403 W Live Oak St, Austin, TX 78704",3,3,1832,5049.0,zillow.com/homedetails/403-W-Live-Oak-St-Austin-TX-78704/29474510_zpid/,3800.0
4000,78745,UT Austin,7.29,"705 Plumpton Dr, Austin, TX 78745",3,3,2090,2800.0,zillow.com/homedetails/705-Plumpton-Dr-Austin-TX-78745/144383523_zpid/,4000.0
4500,78702,UT Austin,2.03,"1008 Walter St, Austin, TX 78702",3,3,1835,4695.0,zillow.com/homedetails/1008-Walter-St-Austin-TX-78702/29386217_zpid/,4500.0
2500,78744,UT Austin,8.89,"7400 Burnham Pl, Austin, TX 78744",3,3,1771,1487.0,zillow.com/homedetails/7400-Burnham-Pl-Austin-TX-78744/2081770732_zpid/,2500.0
3250,78751,UT Austin,1.11,"Miller Square, 920 E 40th St #918-219, Austin, TX 78751",3,3,1800,,zillow.com/b/miller-square-austin-tx-5d9Rbc/,3250.0
3600,78723,UT Austin,3.42,"4805 Olive Sparrow Dr, Austin, TX 78723",3,3,2048,2760.0,zillow.com/homedetails/4805-Olive-Sparrow-Dr-Austin-TX-78723/2064137606_zpid/,3600.0
3300,78705,UT Austin,0.56,"30th Street Townhomes, 501 W 30th St #A2, Austin, TX 78705",3,3,1382,,zillow.com/b/30th-street-townhomes-austin-tx-63bV4g/,3300.0
2725,78745,UT Austin,7.86,"7709 Menchaca Rd #20, Austin, TX 78745",3,3,1637,2784.0,zillow.com/homedetails/7709-Menchaca-Rd-20-Austin-TX-78745/124839816_zpid/,2725.0
4664,78751,UT Austin,1.76,"Residences at The Triangle, 4600 W Guadalupe St #5201, Austin, TX 78751",3,3,3135,4642.0,zillow.com/apartments/austin-tx/residences-at-the-triangle/5Xht9K/,4664.0
1999,78754,UT Austin,7.56,"3201 Centrum Dr, Austin, TX 78754",3,3,1493,2175.0,zillow.com/homedetails/3201-Centrum-Dr-Austin-TX-78754/80100514_zpid/,1999.0
2090,78741,UT Austin,3.94,"Belara, 1500 Crossing Pl APT 514, Austin, TX 78741",3,3,1312,1939.0,zillow.com/apartments/austin-tx/belara/5XhtCn/,2090.0
3889,78758,UT Austin,7.62,"The Kenzie At The Domain, 3201 Esperanza Xing APT 439, Austin, TX 78758",3,3,1600,4003.0,zillow.com/apartments/austin-tx/the-kenzie-at-the-domain/5g4RfH/,3889.0
2611,78745,UT Austin,11.8,"Reveal at Onion Creek, 12000 Interstate Highway 35 Frontage Rd #3402, Austin, TX 78745",3,3,1598,2614.0,zillow.com/b/reveal-at-onion-creek-austin-tx-BpVRfn/,2611.0
4995,78723,UT Austin,3.47,"5606 Darlington Ln, Austin, TX 78723",3,3,2030,3757.0,zillow.com/homedetails/5606-Darlington-Ln-Austin-TX-78723/29402537_zpid/,4995.0
3300,78724,UT Austin,5.62,"6104 Florencia Ln, Austin, TX 78724",3,3,2100,2988.0,zillow.com/homedetails/6104-Florencia-Ln-Austin-TX-78724/306647386_zpid/,3300.0
3995,78704,UT Austin,4.3 ,"3211 Aldwyche Dr, Austin, TX 78704",3,3,1623,3910.0,zillow.com/homedetails/3211-Aldwyche-Dr-Austin-TX-78704/2095197978_zpid/,3995.0
2200,78741,UT Austin,4.19,"1101 Grove Blvd APT 205, Austin, TX 78741",3,3,1380,2931.0,zillow.com/homedetails/1101-Grove-Blvd-APT-205-Austin-TX-78741/80095001_zpid/,2200.0
3495,78751,UT Austin,1.43,"1038 E 43rd Street, 1038 E 43rd St #A, Austin, TX 78751",3,3,1800,3864.0,zillow.com/b/1038-e-43rd-street-austin-tx-5ZnhxN/,3495.0
3299,78732,UT Austin,10.9,"5202 Watusi Bnd, Austin, TX 78732",3,3,1900,2474.0,zillow.com/homedetails/5202-Watusi-Bnd-Austin-TX-78732/2068957265_zpid/,3299.0
