Price,Zip,My university,Distance to the university,Address,Bathrooms,Bedrooms,LivingArea,Rent_estimate,DetailURL,pred_price
1695,78757,UT Austin,5.05,"2212 Lanier Dr, 2212 Lanier Dr #A, Austin, TX 78757",1,2,1000,,zillow.com/b/2212-lanier-dr-austin-tx-9LTCYH/,1750.2
1500,78723,UT Austin,2.27,"1309 E 52nd St #2, Austin, TX 78723",1,2,650,1695.0,zillow.com/homedetails/1309-E-52nd-St-2-Austin-TX-78723/241935317_zpid/,1544.92
1995,78705,UT Austin,0.42,"2505 Seton Ave., 2505 Seton Ave, Austin, TX 78705",1,2,880,,zillow.com/b/2505-seton-ave.-austin-tx-5Xxk6R/,1986.65
2195,78756,UT Austin,2.8 ,"5511 Clay Ave APT A, Austin, TX 78756",1,2,992,1994.0,zillow.com/homedetails/5511-Clay-Ave-APT-A-Austin-TX-78756/2082401440_zpid/,1995.95
1723,78705,UT Austin,0.54,"River Oaks, 3001 Medical Arts St #RRO-112, Austin, TX 78705",1,2,954,,zillow.com/apartments/austin-tx/river-oaks/5Xht9S/,2412.15
1500,78748,UT Austin,9.37,"9507 Nightjar Dr #A, Austin, TX 78748",1,2,911,1766.0,zillow.com/homedetails/9507-Nightjar-Dr-A-Austin-TX-78748/2125486655_zpid/,1484.85
1450,78724,UT Austin,6.46,"AUS8207 Colony Loop, 8207 Colony Loop Dr #B, Austin, TX 78724",1,2,874,1720.0,zillow.com/b/aus8207-colony-loop-austin-tx-5YHpD8/,1625.41
1525,78745,UT Austin,7.12,"6700 Cooper Ln APT 34, Austin, TX 78745",1,2,879,1664.0,zillow.com/homedetails/6700-Cooper-Ln-APT-34-Austin-TX-78745/89552790_zpid/,1570.84
1450,78729,UT Austin,11.5,"Owens Properties2 (12700 Teague Trl), 12700 Teague Trl #A, Austin, TX 78729",1,2,900,1594.0,zillow.com/b/owens-properties2-%2812700-teague-trl%29-austin-tx-5bj3bP/,1571.58
1950,78705,UT Austin,0.76,"405 E 38th St, Austin, TX 78705",1,2,963,2492.0,zillow.com/homedetails/405-E-38th-St-Austin-TX-78705/29398259_zpid/,2285.8
1465,78756,UT Austin,2.49,"The Rosedale, 2211 Loop 15118658, Austin, TX 78756",1,2,780,,zillow.com/homedetails/2211-Loop-15118658-Austin-TX-78756/2056231377_zpid/,1515.73
2750,78703,UT Austin,1.71,"3206 Funston St, Austin, TX 78703",1,2,972,2740.0,zillow.com/homedetails/3206-Funston-St-Austin-TX-78703/29338524_zpid/,2640.84
1647,78726,UT Austin,11.0,"Abelia Flats, 8225 N Fm 620 Rd APT 1416, Austin, TX 78726",1,2,857,1714.0,zillow.com/b/abelia-flats-austin-tx-BMz4jt/,1616.78
2600,78703,UT Austin,2.32,"3205 Bridle Path, Austin, TX 78703",1,2,1100,3139.0,zillow.com/homedetails/3205-Bridle-Path-Austin-TX-78703/29335352_zpid/,3038.47
1475,78723,UT Austin,1.95,"3138 Manor Rd UNIT 206, Austin, TX 78723",1,2,800,1856.0,zillow.com/homedetails/3138-Manor-Rd-UNIT-206-Austin-TX-78723/2070312500_zpid/,1655.47
2100,78704,UT Austin,3.45,"Westridge Duplex, 1902 Westridge Dr #A, Austin, TX 78704",1,2,1598,3380.0,zillow.com/b/westridge-duplex-austin-tx-9LRVNb/,2596.5
2700,78705,UT Austin,0.51,"3301 Liberty St, Austin, TX 78705",1,2,1300,2775.0,zillow.com/homedetails/3301-Liberty-St-Austin-TX-78705/29398327_zpid/,2643.31
1250,78745,UT Austin,6.17,"127 ROSE, 5500 Rose Hill Cir APT C, Austin, TX 78745",1,2,840,1300.0,zillow.com/b/127-rose-austin-tx-5jCZjG/,1419.89
1995,78758,UT Austin,7.42,"11419 Ptarmigan Dr #A, Austin, TX 78758",1,2,957,2134.0,zillow.com/homedetails/11419-Ptarmigan-Dr-A-Austin-TX-78758/2070789652_zpid/,1982.9
2000,78751,UT Austin,1.99,"5015 Avenue G, Austin, TX 78751",1,2,1000,2500.0,zillow.com/homedetails/5015-Avenue-G-Austin-TX-78751/29406428_zpid/,2050.75
1695,78723,UT Austin,4.08,"6205 Hyside, 6205 Hyside Dr #B, Austin, TX 78723",1,2,890,2252.0,zillow.com/b/6205-hyside-austin-tx-9LRjWV/,1797.76
1417,78744,UT Austin,6.77,"Terrace Cove, 6201 Sneed Cv #1525, Austin, TX 78744",1,2,750,1584.0,zillow.com/apartments/austin-tx/terrace-cove/5hJBQv/,1522.72
1500,78741,UT Austin,4.24,"1626 Royal Hill Dr #A, Austin, TX 78741",1,2,1806,2516.0,zillow.com/homedetails/1626-Royal-Hill-Dr-A-Austin-TX-78741/2062663293_zpid/,1985.56
1795,78704,UT Austin,4.49,"Perlman Properties (3511 Southridge Dr), 3511 Southridge Dr #A, Austin, TX 78704",1,2,900,1983.0,zillow.com/b/perlman-properties-%283511-southridge-dr%29-austin-tx-5XxmqP/,1810.9
1465,78756,UT Austin,2.49,"The Rosedale, 2211 Loop 15045050, Austin, TX 78756",1,2,780,,zillow.com/homedetails/2211-Loop-15045050-Austin-TX-78756/2056537449_zpid/,1515.73
1770,78721,UT Austin,2.47,"1704 E M Franklin Ave APT B, Austin, TX 78721",1,2,1200,2343.0,zillow.com/homedetails/1704-E-M-Franklin-Ave-APT-B-Austin-TX-78721/2089595945_zpid/,1992.95
1250,78757,UT Austin,3.91,"2106 Cullen Ave APT 111, Austin, TX 78757",1,2,828,1410.0,zillow.com/homedetails/2106-Cullen-Ave-APT-111-Austin-TX-78757/79981605_zpid/,1405.73
1175,78753,UT Austin,6.13,"Arrowhead Park, 605 Masterson Pass, Austin, TX 78753",1,2,762,1233.0,zillow.com/apartments/austin-tx/arrowhead-park/5XhsyW/,1304.86
1695,78703,UT Austin,1.8 ,"1616 W 6th St, 1616 W 6th St #140, Austin, TX 78703",1,2,725,1776.0,zillow.com/apartments/austin-tx/1616-w-6th-st/5Xhsxf/,1775.28
1835,78703,UT Austin,1.26,"Lorrain Apartments, 1401 Enfield Rd #LOR-212, Austin, TX 78703",1,2,980,1993.0,zillow.com/apartments/austin-tx/lorrain-apartments/5Xht63/,1928.45
2647,78702,UT Austin,1.92,"Sentral East Austin at 1614 E. Sixth, 1614 E 6th St #303, Austin, TX 78702",1,2,1022,3104.0,zillow.com/apartments/austin-tx/sentral-east-austin-at-1614-e.-sixth/9T5W95/,2488.58
2075,78721,UT Austin,3.07,"1408 Springdale Rd, Austin, TX 78721",1,2,892,2184.0,zillow.com/homedetails/1408-Springdale-Rd-Austin-TX-78721/29392601_zpid/,2147.95
2100,78741,UT Austin,3.99,"2410 Audubon Pl, Austin, TX 78741",1,2,861,2027.0,zillow.com/homedetails/2410-Audubon-Pl-Austin-TX-78741/29462813_zpid/,1939.9
1250,78752,UT Austin,3.69,"305 E Croslin St APT 109, Austin, TX 78752",1,2,3904,3277.0,zillow.com/homedetails/305-E-Croslin-St-APT-109-Austin-TX-78752/2102208073_zpid/,4093.14
1700,78723,UT Austin,4.08,"6103 Hyside, 6103 Hyside Dr #A, Austin, TX 78723",1,2,890,1908.0,zillow.com/b/6103-hyside-austin-tx-9LRjTQ/,1797.76
2045,78722,UT Austin,1.29,"F06, 1305 Kirkwood Rd #B, Austin, TX 78722",1,2,900,2350.0,zillow.com/b/f06-austin-tx-5XxskH/,1949.42
2331,78751,UT Austin,1.67,"4510 West Guadalupe Street, 4510 W Guadalupe St #12037298, Austin, TX 78751",1,2,948,2324.0,zillow.com/b/4510-west-guadalupe-street-austin-tx-5dC2s5/,2024.84
1400,78704,UT Austin,4.6 ,"3438 Willowrun Drive, 3438 Willowrun Dr #D, Austin, TX 78704",1,2,825,1494.0,zillow.com/b/3438-willowrun-drive-austin-tx-5bgLcf/,1854.5
1596,78756,UT Austin,2.49,"The Rosedale, 2211 Loop 14934392, Austin, TX 78756",1,2,940,1754.0,zillow.com/homedetails/2211-Loop-14934392-Austin-TX-78756/2057428934_zpid/,1625.35
1596,78756,UT Austin,2.49,"The Rosedale, 2211 Loop 14689866, Austin, TX 78756",1,2,940,1754.0,zillow.com/homedetails/2211-Loop-14689866-Austin-TX-78756/2057429638_zpid/,1625.35
1465,78756,UT Austin,2.49,"The Rosedale, 2211 Loop 14858502, Austin, TX 78756",1,2,780,1615.0,zillow.com/homedetails/2211-Loop-14858502-Austin-TX-78756/2057429869_zpid/,1515.73
1995,78758,UT Austin,7.4 ,"11415 Ptarmigan Dr #A, Austin, TX 78758",1,2,957,1999.0,zillow.com/homedetails/11415-Ptarmigan-Dr-A-Austin-TX-78758/2057464330_zpid/,2008.03
2495,78705,UT Austin,0.57,"908 E 32nd St APT 103, Austin, TX 78705",1,2,854,1800.0,zillow.com/homedetails/908-E-32nd-St-APT-103-Austin-TX-78705/29396035_zpid/,2355.19
1595,78753,UT Austin,5.23,"502 Capitol Dr, Austin, TX 78753",1,2,836,1706.0,zillow.com/homedetails/502-Capitol-Dr-Austin-TX-78753/29422822_zpid/,1594.92
1895,78751,UT Austin,2.12,"937 E 52nd St, Austin, TX 78751",1,2,1210,2297.0,zillow.com/homedetails/937-E-52nd-St-Austin-TX-78751/29405413_zpid/,2070.9
1741,78741,UT Austin,2.91,"The Breakers on the Lake, 1500 E Riverside Dr, Austin, TX 78741",1,2,871,1932.0,zillow.com/apartments/austin-tx/the-breakers-on-the-lake/5Xhswj/,1833.16
2390,78757,UT Austin,3.82,"1311 Madison Ave, Austin, TX 78757",1,2,1068,2492.0,zillow.com/homedetails/1311-Madison-Ave-Austin-TX-78757/29418196_zpid/,2213.78
8000,78704,UT Austin,2.83,"1404 Eva St, Austin, TX 78704",1,2,902,2544.0,zillow.com/homedetails/1404-Eva-St-Austin-TX-78704/29472013_zpid/,5493.85
1600,78745,UT Austin,5.65,"4701 Sagebrush Trl #B, Austin, TX 78745",1,2,1086,,zillow.com/homedetails/4701-Sagebrush-Trl-B-Austin-TX-78745/2055069045_zpid/,1759.2
2750,78702,UT Austin,2.75,"2206 Haskell St, Austin, TX 78702",1,2,1200,5951.0,zillow.com/homedetails/2206-Haskell-St-Austin-TX-78702/29382323_zpid/,2990.05
1600,78753,UT Austin,7.16,"11401 Tedford St UNIT 4, Austin, TX 78753",1,2,976,1506.0,zillow.com/homedetails/11401-Tedford-St-UNIT-4-Austin-TX-78753/2068516899_zpid/,1610.91
1800,78749,UT Austin,7.62,"6000 Westcreek Dr APT A, Austin, TX 78749",1,2,864,2393.0,zillow.com/homedetails/6000-Westcreek-Dr-APT-A-Austin-TX-78749/2097582731_zpid/,1728.1
2700,78757,UT Austin,3.21,"1316 Arcadia Ave, Austin, TX 78757",1,2,1049,2495.0,zillow.com/homedetails/1316-Arcadia-Ave-Austin-TX-78757/29414745_zpid/,1968.79
1950,78757,UT Austin,4.13,"7617 Watson St, Austin, TX 78757",1,2,958,2235.0,zillow.com/homedetails/7617-Watson-St-Austin-TX-78757/2101189457_zpid/,1821.93
2875,78758,UT Austin,6.72,"10625 Golden Quail Dr #A, Austin, TX 78758",1,2,900,2466.0,zillow.com/homedetails/10625-Golden-Quail-Dr-A-Austin-TX-78758/2120205214_zpid/,2398.26
3500,78704,UT Austin,3.17,"902 W Mary St, Austin, TX 78704",1,2,950,4732.0,zillow.com/homedetails/902-W-Mary-St-Austin-TX-78704/29472159_zpid/,3040.4
2400,78741,UT Austin,4.06,"2508 Audubon Pl, Austin, TX 78741",1,2,925,2339.0,zillow.com/homedetails/2508-Audubon-Pl-Austin-TX-78741/29462820_zpid/,2217.32
1900,78704,UT Austin,3.83,"2511 Sherwood Ln #A, Austin, TX 78704",1,2,810,1897.0,zillow.com/homedetails/2511-Sherwood-Ln-A-Austin-TX-78704/2120338179_zpid/,1938.54
2249,78757,UT Austin,4.9 ,"8001 Pinedale Cv, Austin, TX 78757",1,2,889,2999.0,zillow.com/homedetails/8001-Pinedale-Cv-Austin-TX-78757/29424807_zpid/,2092.56
1800,78702,UT Austin,1.4 ,"1815 Singleton Ave, Austin, TX 78702",1,2,800,2199.0,zillow.com/homedetails/1815-Singleton-Ave-Austin-TX-78702/29389658_zpid/,2829.67
2850,78703,UT Austin,1.71,"608 Pressler St, Austin, TX 78703",1,2,1000,2994.0,zillow.com/homedetails/608-Pressler-St-Austin-TX-78703/29327456_zpid/,2329.88
1850,78704,UT Austin,2.65,"900 S Lamar Blvd APT 210, Austin, TX 78704",1,2,856,2297.0,zillow.com/homedetails/900-S-Lamar-Blvd-APT-210-Austin-TX-78704/79981339_zpid/,2029.52
1300,78745,UT Austin,5.98,"5208 Tahoe Trl APT C, Austin, TX 78745",1,2,728,3810.0,zillow.com/homedetails/5208-Tahoe-Trl-APT-C-Austin-TX-78745/2081109207_zpid/,1374.84
2250,78731,UT Austin,1.79,"3802 Bull Creek Rd, Austin, TX 78731",1,2,1950,,zillow.com/homedetails/3802-Bull-Creek-Rd-Austin-TX-78731/2055131400_zpid/,2878.15
1995,78704,UT Austin,2.99,"1302 Hollow Creek Dr UNIT C, Austin, TX 78704",1,2,900,,zillow.com/homedetails/1302-Hollow-Creek-Dr-UNIT-C-Austin-TX-78704/2055132732_zpid/,2279.54
3195,78702,UT Austin,1.91,"2903 E 13th St, Austin, TX 78702",1,2,675,2085.0,zillow.com/homedetails/2903-E-13th-St-Austin-TX-78702/29389810_zpid/,2859.88
2500,78705,UT Austin,0.63,"111 1/2 W 33rd St, Austin, TX 78705",1,2,1100,,zillow.com/homedetails/111-1-2-W-33rd-St-Austin-TX-78705/2055183572_zpid/,2438.4
2850,78704,UT Austin,2.64,"209 Academy Dr APT 4, Austin, TX 78704",1,2,1158,3270.0,zillow.com/homedetails/209-Academy-Dr-APT-4-Austin-TX-78704/58310988_zpid/,2831.87
1850,78745,UT Austin,7.92,"404 W Dittmar Rd #B, Austin, TX 78745",1,2,821,1650.0,zillow.com/homedetails/404-W-Dittmar-Rd-B-Austin-TX-78745/2126777063_zpid/,1719.96
1200,78753,UT Austin,7.17,"11300 Nicole Cv APT A, Austin, TX 78753",1,2,668,1730.0,zillow.com/homedetails/11300-Nicole-Cv-APT-A-Austin-TX-78753/2086781059_zpid/,1611.61
1345,78753,UT Austin,5.84,"9615 Point Vista Pl #B, Austin, TX 78753",1,2,1000,1899.0,zillow.com/homedetails/9615-Point-Vista-Pl-B-Austin-TX-78753/2096628363_zpid/,1437.59
3000,78704,UT Austin,3.27,"1705 Bauerle Ave, Austin, TX 78704",1,2,1244,3058.0,zillow.com/homedetails/1705-Bauerle-Ave-Austin-TX-78704/29322248_zpid/,3032.64
2250,78757,UT Austin,4.38,"1705 Duke Ave, Austin, TX 78757",1,2,1200,2529.0,zillow.com/homedetails/1705-Duke-Ave-Austin-TX-78757/29420598_zpid/,2356.37
1600,78705,UT Austin,0.86,"1110 W 22nd St APT 13, Austin, TX 78705",1,2,683,1650.0,zillow.com/homedetails/1110-W-22nd-St-APT-13-Austin-TX-78705/83124646_zpid/,1666.51
2100,78704,UT Austin,4.41,"3304 Dolphin Cv, Austin, TX 78704",1,2,888,1994.0,zillow.com/homedetails/3304-Dolphin-Cv-Austin-TX-78704/29477006_zpid/,1978.04
1895,78702,UT Austin,1.37,"1707 Chestnut Ave #B, Austin, TX 78702",1,2,975,2217.0,zillow.com/homedetails/1707-Chestnut-Ave-B-Austin-TX-78702/2099693148_zpid/,2230.37
2495,78704,UT Austin,2.81,"1401 Newton St, Austin, TX 78704",1,2,882,3351.0,zillow.com/homedetails/1401-Newton-St-Austin-TX-78704/29472010_zpid/,2714.49
1950,78745,UT Austin,8.34,"8005 Clydesdale Dr #B, Austin, TX 78745",1,2,900,1539.0,zillow.com/homedetails/8005-Clydesdale-Dr-B-Austin-TX-78745/2060478866_zpid/,1795.1675
1695,78745,UT Austin,5.79,"4905 Sunset Trl, Austin, TX 78745",1,2,800,1663.0,zillow.com/homedetails/4905-Sunset-Trl-Austin-TX-78745/58313141_zpid/,1592.85
1500,78703,UT Austin,2.18,"1311 Exposition Blvd APT 4, Austin, TX 78703",1,2,650,1482.0,zillow.com/homedetails/1311-Exposition-Blvd-APT-4-Austin-TX-78703/29332322_zpid/,1747.98
1450,78703,UT Austin,1.82,"1311EXPOSITIONBL W 4th St #4, Austin, TX 78703",1,2,650,,zillow.com/homedetails/1311EXPOSITIONBL-W-4th-St-4-Austin-TX-78703/2055231890_zpid/,1823.57
1675,78729,UT Austin,11.4,"8901 Pineridge Dr #B, Austin, TX 78729",1,2,900,1849.0,zillow.com/homedetails/8901-Pineridge-Dr-B-Austin-TX-78729/2070895883_zpid/,1582.18
1650,78749,UT Austin,8.63,"3703 Leafield Dr #B, Austin, TX 78749",1,2,840,1864.0,zillow.com/homedetails/3703-Leafield-Dr-B-Austin-TX-78749/2127227525_zpid/,1627.23
1395,78705,UT Austin,0.63,"308 E 34th St APT 103, Austin, TX 78705",1,2,960,2085.0,zillow.com/homedetails/308-E-34th-St-APT-103-Austin-TX-78705/2108267870_zpid/,2332.6
3750,78745,UT Austin,5.19,"4361 S Congress Ave SUITE 106, Austin, TX 78745",1,2,1256,2535.0,zillow.com/homedetails/4361-S-Congress-Ave-SUITE-106-Austin-TX-78745/241938581_zpid/,3213.05
1750,78721,UT Austin,4.01,"1201 Arthur Stiles Rd #A, Austin, TX 78721",1,2,700,2479.0,zillow.com/homedetails/1201-Arthur-Stiles-Rd-A-Austin-TX-78721/2086948690_zpid/,1669.39
2350,78702,UT Austin,1.87,"2917 E 16th St #B, Austin, TX 78702",1,2,850,1978.0,zillow.com/homedetails/2917-E-16th-St-B-Austin-TX-78702/2102200154_zpid/,2343.88
2295,78751,UT Austin,2.35,"5501 Duval St #B, Austin, TX 78751",1,2,850,1910.0,zillow.com/homedetails/5501-Duval-St-B-Austin-TX-78751/2102431236_zpid/,2199.98
1875,78753,UT Austin,7.84,"1407 Alma Dr, Austin, TX 78753",1,2,1228,2100.0,zillow.com/homedetails/1407-Alma-Dr-Austin-TX-78753/29434827_zpid/,1945.65
2195,78751,UT Austin,2.34,"611 Nelray Blvd #A, Austin, TX 78751",1,2,850,1915.0,zillow.com/homedetails/611-Nelray-Blvd-A-Austin-TX-78751/2083475959_zpid/,2176.53
2300,78721,UT Austin,3.1 ,"1131 Mark St, Austin, TX 78721",1,2,820,2198.0,zillow.com/homedetails/1131-Mark-St-Austin-TX-78721/29388048_zpid/,2190.3
2200,78702,UT Austin,1.13,"808 E 13th St, Austin, TX 78702",1,2,822,2328.0,zillow.com/homedetails/808-E-13th-St-Austin-TX-78702/29388268_zpid/,2263.6
1799,78749,UT Austin,7.65,"6501 Brush Country Rd APT 121, Austin, TX 78749",1,2,905,1727.0,zillow.com/homedetails/6501-Brush-Country-Rd-APT-121-Austin-TX-78749/29480732_zpid/,1577.405
2100,78722,UT Austin,1.41,"3901 Maplewood Ave #A, Austin, TX 78722",1,2,871,3286.0,zillow.com/homedetails/3901-Maplewood-Ave-A-Austin-TX-78722/2065137645_zpid/,2029.07
2200,78703,UT Austin,1.61,"1703A W 30th St #A, Austin, TX 78703",1,2,1000,3563.0,zillow.com/homedetails/1703A-W-30th-St-A-Austin-TX-78703/2061498983_zpid/,2184.5
1995,78757,UT Austin,3.95,"1909 Piedmont Ave, Austin, TX 78757",1,2,760,2173.0,zillow.com/homedetails/1909-Piedmont-Ave-Austin-TX-78757/29418017_zpid/,1604.17
2500,78702,UT Austin,1.49,"800 Embassy Dr #117, Austin, TX 78702",1,2,861,2749.0,zillow.com/homedetails/800-Embassy-Dr-117-Austin-TX-78702/305425735_zpid/,2470.36
2900,78757,UT Austin,3.19,"1902 Alguno Rd, Austin, TX 78757",1,2,1230,2500.0,zillow.com/homedetails/1902-Alguno-Rd-Austin-TX-78757/29416217_zpid/,2859.23
1100,78759,UT Austin,8.52,"4303 Acropolis Ct APT A, Austin, TX 78759",1,2,800,1409.0,zillow.com/homedetails/4303-Acropolis-Ct-APT-A-Austin-TX-78759/2093701441_zpid/,1171.3445238095237
1450,78727,UT Austin,9.46,"2213 Singletree Ave #A, Austin, TX 78727",1,2,900,,zillow.com/homedetails/2213-Singletree-Ave-A-Austin-TX-78727/2055307932_zpid/,1508.89
1695,78757,UT Austin,3.14,"1701 Romeria Dr #A & B, Austin, TX 78757",1,2,950,,zillow.com/homedetails/1701-Romeria-Dr-A-B-Austin-TX-78757/2055308077_zpid/,1764.6
2500,78703,UT Austin,2.11,"2108 W 7th St, Austin, TX 78703",1,2,720,3429.0,zillow.com/homedetails/2108-W-7th-St-Austin-TX-78703/2095004560_zpid/,1853.35
2000,78704,UT Austin,3.51,"1304 Mariposa Dr APT 226, Austin, TX 78704",1,2,806,1882.0,zillow.com/homedetails/1304-Mariposa-Dr-APT-226-Austin-TX-78704/29460449_zpid/,1839.85
2600,78704,UT Austin,2.36,"1501 Barton Springs Rd APT 118, Austin, TX 78704",1,2,903,2396.0,zillow.com/homedetails/1501-Barton-Springs-Rd-APT-118-Austin-TX-78704/29324977_zpid/,3646.23
1795,78704,UT Austin,4.96,"2018 Gathright Cv #B, Austin, TX 78704",1,2,1000,2535.0,zillow.com/homedetails/2018-Gathright-Cv-B-Austin-TX-78704/2093222377_zpid/,1880.05
2350,78745,UT Austin,4.86,"406 Normandy St, Austin, TX 78745",1,2,708,2407.0,zillow.com/homedetails/406-Normandy-St-Austin-TX-78745/29479773_zpid/,2077.19
1950,78705,UT Austin,0.57,"706 W 22nd St APT 306, Austin, TX 78705",1,2,728,1599.0,zillow.com/homedetails/706-W-22nd-St-APT-306-Austin-TX-78705/62605548_zpid/,2056.12
2345,78705,UT Austin,0.47,"2529 Rio Grande St APT 58, Austin, TX 78705",1,2,925,1800.0,zillow.com/homedetails/2529-Rio-Grande-St-APT-58-Austin-TX-78705/29393956_zpid/,2301.95
3475,78702,UT Austin,1.22,"1211 E 13th St, Austin, TX 78702",1,2,804,2368.0,zillow.com/homedetails/1211-E-13th-St-Austin-TX-78702/29386762_zpid/,3003.51
1700,78704,UT Austin,4.07,"3004 S 1st St APT 108, Austin, TX 78704",1,2,750,2071.0,zillow.com/homedetails/3004-S-1st-St-APT-108-Austin-TX-78704/2061510806_zpid/,2278.53
1750,78731,UT Austin,4.04,"5204 Mount Bonnell Rd, Austin, TX 78731",1,2,725,2318.0,zillow.com/homedetails/5204-Mount-Bonnell-Rd-Austin-TX-78731/2055799733_zpid/,1698.15
1800,78741,UT Austin,4.56,"6506 Felix Ave, Austin, TX 78741",1,2,900,1882.0,zillow.com/homedetails/6506-Felix-Ave-Austin-TX-78741/29462387_zpid/,1776.1
1775,78704,UT Austin,3.99,"1400 Waterloo Trl #B, Austin, TX 78704",1,2,780,1802.0,zillow.com/homedetails/1400-Waterloo-Trl-B-Austin-TX-78704/2084333023_zpid/,1837.32
1575,78705,UT Austin,0.8 ,"106A E 38th St, Austin, TX 78705",1,2,900,2702.0,zillow.com/homedetails/106A-E-38th-St-Austin-TX-78705/2055469228_zpid/,1606.572619047619
2575,78751,UT Austin,1.56,"611 E 46th St, Austin, TX 78751",1,2,1100,2350.0,zillow.com/homedetails/611-E-46th-St-Austin-TX-78751/29401571_zpid/,2520.96
1900,78702,UT Austin,1.51,"2601 E 18th St, Austin, TX 78702",1,2,720,2260.0,zillow.com/homedetails/2601-E-18th-St-Austin-TX-78702/2076795682_zpid/,2124.92
2500,78704,UT Austin,3.17,"307 W Mary St #B, Austin, TX 78704",1,2,1000,3057.0,zillow.com/homedetails/307-W-Mary-St-B-Austin-TX-78704/2084362981_zpid/,2571.35
1335,78757,UT Austin,4.92,"1501 Villanova Dr, Austin, TX 78757",1,2,750,1794.0,zillow.com/homedetails/1501-Villanova-Dr-Austin-TX-78757/29424938_zpid/,1669.37
1795,78752,UT Austin,3.68,"1306 E Saint Johns Ave #B, Austin, TX 78752",1,2,1100,1699.0,zillow.com/homedetails/1306-E-Saint-Johns-Ave-B-Austin-TX-78752/2083447875_zpid/,2345.08
2495,78702,UT Austin,2.87,"2710 Willow St, Austin, TX 78702",1,2,754,2695.0,zillow.com/homedetails/2710-Willow-St-Austin-TX-78702/29381684_zpid/,2447.12
2850,78705,UT Austin,0.48,"3212 Harris Park Ave, Austin, TX 78705",1,2,1134,2529.0,zillow.com/homedetails/3212-Harris-Park-Ave-Austin-TX-78705/29398346_zpid/,2807.85
3000,78704,UT Austin,3.78,"2609 S 3rd St, Austin, TX 78704",1,2,1176,3099.0,zillow.com/homedetails/2609-S-3rd-St-Austin-TX-78704/29475092_zpid/,2899.67
2075,78705,UT Austin,0.3 ,"714 E Dean Keeton St, Austin, TX 78705",1,2,750,2191.0,zillow.com/homedetails/714-E-Dean-Keeton-St-Austin-TX-78705/29395955_zpid/,2121.503333333333
1625,78705,UT Austin,0.8 ,"106B E 38th St, Austin, TX 78705",1,2,900,2702.0,zillow.com/homedetails/106B-E-38th-St-Austin-TX-78705/2055514298_zpid/,1606.572619047619
1850,78753,UT Austin,4.71,"100 Oertli Ln #2, Austin, TX 78753",1,2,960,1534.0,zillow.com/homedetails/100-Oertli-Ln-2-Austin-TX-78753/2062666169_zpid/,1793.59
1750,78704,UT Austin,2.84,"410 Park Ln APT 102, Austin, TX 78704",1,2,936,3628.0,zillow.com/homedetails/410-Park-Ln-APT-102-Austin-TX-78704/2107759038_zpid/,2242.95
1325,78705,UT Austin,0.61,"2815 Rio Grande St, Austin, TX 78705",1,2,650,1493.0,zillow.com/homedetails/2815-Rio-Grande-St-Austin-TX-78705/2077250468_zpid/,1413.25
2300,78756,UT Austin,1.54,"4103 Lewis Ln #A, Austin, TX 78756",1,2,800,1324.0,zillow.com/homedetails/4103-Lewis-Ln-A-Austin-TX-78756/2129420281_zpid/,2028.55
1825,78705,UT Austin,0.56,"806 W 24th St, Austin, TX 78705",1,2,765,1043.0,zillow.com/homedetails/806-W-24th-St-Austin-TX-78705/2104897470_zpid/,2146.3
2095,78705,UT Austin,0.35,"501 W 26th St APT 102, Austin, TX 78705",1,2,824,1900.0,zillow.com/homedetails/501-W-26th-St-APT-102-Austin-TX-78705/29394039_zpid/,2128.7
2000,78705,UT Austin,0.61,"301 E 34th St APT 105, Austin, TX 78705",1,2,868,1900.0,zillow.com/homedetails/301-E-34th-St-APT-105-Austin-TX-78705/2113548219_zpid/,1915.3800000000003
1625,78705,UT Austin,0.63,"2210 Pearl St APT 306, Austin, TX 78705",1,2,369,1300.0,zillow.com/homedetails/2210-Pearl-St-APT-306-Austin-TX-78705/29391750_zpid/,1418.19
1300,78745,UT Austin,6.2 ,"5504 Rose Hill Cir #C, Austin, TX 78745",1,2,840,,zillow.com/homedetails/5504-Rose-Hill-Cir-C-Austin-TX-78745/2055546379_zpid/,1405.06
4000,78704,UT Austin,3.1 ,"1714 Bouldin Ave, Austin, TX 78704",1,2,1137,3200.0,zillow.com/homedetails/1714-Bouldin-Ave-Austin-TX-78704/29472195_zpid/,3630.22
1600,78727,UT Austin,9.47,"2305 Singletree Ave UNIT A, Austin, TX 78727",1,2,1924,1951.0,zillow.com/homedetails/2305-Singletree-Ave-UNIT-A-Austin-TX-78727/2055608868_zpid/,2025.6
1900,78751,UT Austin,1.49,"4504 Avenue D APT B, Austin, TX 78751",1,2,585,1816.0,zillow.com/homedetails/4504-Avenue-D-APT-B-Austin-TX-78751/2103383798_zpid/,1789.55
1350,78758,UT Austin,5.49,"8956 Research Blvd BUILDING 1, Austin, TX 78758",1,2,968,1537.0,zillow.com/homedetails/8956-Research-Blvd-BUILDING-1-Austin-TX-78758/2059405212_zpid/,1482.42
1500,78729,UT Austin,11.2,"12503 Tree Line Dr #B, Austin, TX 78729",1,2,750,1449.0,zillow.com/homedetails/12503-Tree-Line-Dr-B-Austin-TX-78729/2084913074_zpid/,1520.69
